name,type,value,index,raw_float
UAVCAN_EC_MIN3,INT32,1,1290,1.401298464324817e-45
UAVCAN_EC_MIN4,INT32,1,1291,1.401298464324817e-45
UAVCAN_EC_MIN5,INT32,1,1292,1.401298464324817e-45
UAVCAN_EC_MIN6,INT32,1,1293,1.401298464324817e-45
UAVCAN_EC_MIN7,INT32,1,1294,1.401298464324817e-45
UAVCAN_EC_MIN8,INT32,1,1295,1.401298464324817e-45
UAVCAN_EC_MIN9,INT32,1,1296,1.401298464324817e-45
UAVCAN_EC_REV,INT32,0,1297,0.0
UAVCAN_ENABLE,INT32,2,1298,2.802596928649634e-45
UAVCAN_LGT_FN0,INT32,0,1299,0.0
UAVCAN_LGT_ID0,INT32,0,1300,0.0
UAVCAN_LGT_MODE,INT32,1,1301,1.401298464324817e-45
UAVCAN_LGT_NUM,INT32,1,1302,1.401298464324817e-45
UAVCAN_NODE_ID,INT32,1,1303,1.401298464324817e-45
UAVCAN_PUB_ARM,INT32,0,1304,0.0
UAVCAN_PUB_MBD,INT32,0,1305,0.0
UAVCAN_PUB_RTCM,INT32,0,1306,0.0
UAVCAN_SUB_ASPD,INT32,0,1307,0.0
UAVCAN_SUB_BARO,INT32,0,1308,0.0
UAVCAN_SUB_BAT,INT32,0,1309,0.0
UAVCAN_SUB_BTN,INT32,0,1310,0.0
UAVCAN_SUB_DPRES,INT32,0,1311,0.0
UAVCAN_SUB_FLOW,INT32,0,1312,0.0
UAVCAN_SUB_FUEL,INT32,0,1313,0.0
UAVCAN_SUB_GPS,INT32,1,1314,1.401298464324817e-45
UAVCAN_SUB_GPS_R,INT32,1,1315,1.401298464324817e-45
UAVCAN_SUB_HYGRO,INT32,0,1316,0.0
UAVCAN_SUB_ICE,INT32,0,1317,0.0
UAVCAN_SUB_IMU,INT32,0,1318,0.0
UAVCAN_SUB_MAG,INT32,1,1319,1.401298464324817e-45
UAVCAN_SUB_MBD,INT32,0,1320,0.0
UAVCAN_SUB_RNG,INT32,0,1321,0.0
UAVCAN_SV_DIS1,INT32,500,1322,7.006492321624085e-43
UAVCAN_SV_DIS10,INT32,500,1323,7.006492321624085e-43
UAVCAN_SV_DIS11,INT32,500,1324,7.006492321624085e-43
UAVCAN_SV_DIS12,INT32,500,1325,7.006492321624085e-43
UAVCAN_SV_DIS13,INT32,500,1326,7.006492321624085e-43
UAVCAN_SV_DIS14,INT32,500,1327,7.006492321624085e-43
UAVCAN_SV_DIS15,INT32,500,1328,7.006492321624085e-43
UAVCAN_SV_DIS2,INT32,500,1329,7.006492321624085e-43
UAVCAN_SV_DIS3,INT32,500,1330,7.006492321624085e-43
UAVCAN_SV_DIS4,INT32,500,1331,7.006492321624085e-43
UAVCAN_SV_DIS5,INT32,500,1332,7.006492321624085e-43
UAVCAN_SV_DIS6,INT32,500,1333,7.006492321624085e-43
UAVCAN_SV_DIS7,INT32,500,1334,7.006492321624085e-43
UAVCAN_SV_DIS8,INT32,500,1335,7.006492321624085e-43
UAVCAN_SV_DIS9,INT32,500,1336,7.006492321624085e-43
UAVCAN_SV_FAIL1,INT32,-1,1337,nan
UAVCAN_SV_FAIL10,INT32,-1,1338,nan
UAVCAN_SV_FAIL11,INT32,-1,1339,nan
UAVCAN_SV_FAIL12,INT32,-1,1340,nan
UAVCAN_SV_FAIL13,INT32,-1,1341,nan
UAVCAN_SV_FAIL14,INT32,-1,1342,nan
UAVCAN_SV_FAIL15,INT32,-1,1343,nan
UAVCAN_SV_FAIL2,INT32,-1,1344,nan
UAVCAN_SV_FAIL3,INT32,-1,1345,nan
UAVCAN_SV_FAIL4,INT32,-1,1346,nan
UAVCAN_SV_FAIL5,INT32,-1,1347,nan
UAVCAN_SV_FAIL6,INT32,-1,1348,nan
UAVCAN_SV_FAIL7,INT32,-1,1349,nan
UAVCAN_SV_FAIL8,INT32,-1,1350,nan
UAVCAN_SV_FAIL9,INT32,-1,1351,nan
UAVCAN_SV_FUNC1,INT32,0,1352,0.0
UAVCAN_SV_FUNC10,INT32,0,1353,0.0
UAVCAN_SV_FUNC11,INT32,0,1354,0.0
UAVCAN_SV_FUNC12,INT32,0,1355,0.0
UAVCAN_SV_FUNC13,INT32,0,1356,0.0
UAVCAN_SV_FUNC14,INT32,0,1357,0.0
UAVCAN_SV_FUNC15,INT32,0,1358,0.0
UAVCAN_SV_FUNC2,INT32,0,1359,0.0
UAVCAN_SV_FUNC3,INT32,0,1360,0.0
UAVCAN_SV_FUNC4,INT32,0,1361,0.0
UAVCAN_SV_FUNC5,INT32,0,1362,0.0
UAVCAN_SV_FUNC6,INT32,0,1363,0.0
UAVCAN_SV_FUNC7,INT32,0,1364,0.0
UAVCAN_SV_FUNC8,INT32,0,1365,0.0
UAVCAN_SV_FUNC9,INT32,0,1366,0.0
UAVCAN_SV_MAX1,INT32,1000,1367,1.401298464324817e-42
UAVCAN_SV_MAX10,INT32,1000,1368,1.401298464324817e-42
UAVCAN_SV_MAX11,INT32,1000,1369,1.401298464324817e-42
UAVCAN_SV_MAX12,INT32,1000,1370,1.401298464324817e-42
UAVCAN_SV_MAX13,INT32,1000,1371,1.401298464324817e-42
UAVCAN_SV_MAX14,INT32,1000,1372,1.401298464324817e-42
UAVCAN_SV_MAX15,INT32,1000,1373,1.401298464324817e-42
UAVCAN_SV_MAX2,INT32,1000,1374,1.401298464324817e-42
UAVCAN_SV_MAX3,INT32,1000,1375,1.401298464324817e-42
UAVCAN_SV_MAX4,INT32,1000,1376,1.401298464324817e-42
UAVCAN_SV_MAX5,INT32,1000,1377,1.401298464324817e-42
UAVCAN_SV_MAX6,INT32,1000,1378,1.401298464324817e-42
UAVCAN_SV_MAX7,INT32,1000,1379,1.401298464324817e-42
UAVCAN_SV_MAX8,INT32,1000,1380,1.401298464324817e-42
UAVCAN_SV_MAX9,INT32,1000,1381,1.401298464324817e-42
UAVCAN_SV_MIN1,INT32,0,1382,0.0
UAVCAN_SV_MIN10,INT32,0,1383,0.0
UAVCAN_SV_MIN11,INT32,0,1384,0.0
UAVCAN_SV_MIN12,INT32,0,1385,0.0
UAVCAN_SV_MIN13,INT32,0,1386,0.0
UAVCAN_SV_MIN14,INT32,0,1387,0.0
UAVCAN_SV_MIN15,INT32,0,1388,0.0
UAVCAN_SV_MIN2,INT32,0,1389,0.0
UAVCAN_SV_MIN3,INT32,0,1390,0.0
UAVCAN_SV_MIN4,INT32,0,1391,0.0
UAVCAN_SV_MIN5,INT32,0,1392,0.0
UAVCAN_SV_MIN6,INT32,0,1393,0.0
UAVCAN_SV_MIN7,INT32,0,1394,0.0
UAVCAN_SV_MIN8,INT32,0,1395,0.0
UAVCAN_SV_MIN9,INT32,0,1396,0.0
UAVCAN_SV_REV,INT32,0,1397,0.0
UAVCAN_TRACE_EN,INT32,1,1398,1.401298464324817e-45
USB_MAV_MODE,INT32,2,1399,2.802596928649634e-45
VERTIQ_IO_CFG,INT32,0,1400,0.0
VT_ARSP_BLEND,REAL32,10.0,1401,10.0
VT_ARSP_TRANS,REAL32,12.0,1402,12.0
VT_B_DEC_I,REAL32,0.10000000149011612,1403,0.10000000149011612
VT_B_DEC_MSS,REAL32,2.0,1404,2.0
VT_B_TRANS_DUR,REAL32,10.0,1405,10.0
VT_B_TRANS_RAMP,REAL32,3.0,1406,3.0
VT_ELEV_MC_LOCK,INT32,0,1407,0.0
VT_FWD_THRUST_EN,INT32,0,1408,0.0
VT_FWD_THRUST_SC,REAL32,0.699999988079071,1409,0.699999988079071
VT_FW_DIFTHR_EN,INT32,0,1410,0.0
VT_FW_DIFTHR_S_P,REAL32,1.0,1411,1.0
VT_FW_DIFTHR_S_R,REAL32,1.0,1412,1.0
VT_FW_DIFTHR_S_Y,REAL32,0.10000000149011612,1413,0.10000000149011612
VT_FW_MIN_ALT,REAL32,10.0,1414,10.0
VT_FW_QC_HMAX,INT32,0,1415,0.0
VT_FW_QC_P,INT32,0,1416,0.0
VT_FW_QC_R,INT32,0,1417,0.0
VT_F_TRANS_DUR,REAL32,10.0,1418,10.0
VT_F_TRANS_THR,REAL32,1.0,1419,1.0
VT_F_TR_OL_TM,REAL32,10.0,1420,10.0
VT_LND_PITCH_MIN,REAL32,0.0,1421,0.0
VT_PITCH_MIN,REAL32,0.0,1422,0.0
VT_PSHER_SLEW,REAL32,1.0,1423,1.0
VT_QC_ALT_LOSS,REAL32,0.0,1424,0.0
VT_QC_T_ALT_LOSS,REAL32,20.0,1425,20.0
VT_SPOILER_MC_LD,REAL32,0.0,1426,0.0
VT_TRANS_MIN_TM,REAL32,8.0,1427,8.0
VT_TRANS_TIMEOUT,REAL32,20.0,1428,20.0
VT_TYPE,INT32,2,1429,2.802596928649634e-45
WEIGHT_BASE,REAL32,-1.0,1430,-1.0
WEIGHT_GROSS,REAL32,-1.0,1431,-1.0
WV_EN,INT32,1,1432,1.401298464324817e-45
WV_GAIN,REAL32,1.0,1433,1.0
WV_ROLL_MIN,REAL32,1.0,1434,1.0
WV_YRATE_MAX,REAL32,90.0,1435,90.0
_HASH_CHECK,UINT32,-1695031802,65535,-1.0251550385934653e-22
