t,n,e,seg_old,seg_new,seg_diff,tgt_old_n,tgt_old_e,tgt_new_n,tgt_new_e,tgt_dist_m
5.848,0.0,0.0,0,0,0,69.99999999251222,0.009743528839455586,69.99999999251222,0.009743528839455586,0.0
6.048,0.0,0.0,0,0,0,69.99999999251222,0.009743528839455586,69.99999999251222,0.009743528839455586,0.0
6.248,0.0,0.0,0,0,0,69.99999999251222,0.009743528839455586,69.99999999251222,0.009743528839455586,0.0
6.448,0.0,0.0,0,0,0,69.99999999251222,0.009743528839455586,69.99999999251222,0.009743528839455586,0.0
6.656,0.001,0.0,0,0,0,70.00099999251216,0.009743518319364807,70.00099999251216,0.009743518319364807,0.0
6.856,0.001,0.0,0,0,0,70.00099999251216,0.009743518319364807,70.00099999251216,0.009743518319364807,0.0
7.056,0.001,0.0,0,0,0,70.00099999251216,0.009743518319364807,70.00099999251216,0.009743518319364807,0.0
7.256,0.001,0.001,0,0,0,70.00099999262513,0.009743518319363617,70.00099999262513,0.009743518319363617,0.0
7.456,-0.0,0.002,0,0,0,69.99999999273814,0.00974352883945321,69.99999999273814,0.00974352883945321,0.0
7.664,-0.002,0.004,0,0,0,69.99799999296418,0.009743549879632394,69.99799999296418,0.009743549879632394,0.0
7.864,-0.004,0.009,0,0,0,69.99599999352908,0.009743570919808013,69.99599999352908,0.009743570919808013,0.0
8.064,-0.008,0.011,0,0,0,69.99199999375523,0.009743613000168757,69.99199999375523,0.009743613000168757,0.0
8.272,-0.013,0.008,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
8.48,-0.019,0.001,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
8.688,-0.023,-0.007,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
8.896,-0.023,-0.014,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
9.104,-0.022,-0.017,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
9.304,-0.018,-0.02,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
9.512,-0.012,-0.023,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
9.72,-0.006,-0.025,0,0,0,69.99399998968849,0.009743591960029978,69.99399998968849,0.009743591960029978,0.0
9.928,-0.002,-0.026,0,0,0,69.99799998957532,0.009743549879668046,69.99799998957532,0.009743549879668046,0.0
10.136,-0.003,-0.022,0,0,0,69.99699999002722,0.009743560399754072,69.99699999002722,0.009743560399754072,0.0
10.336,-0.007,-0.017,0,0,0,69.99299999059225,0.009743602480111252,69.99299999059225,0.009743602480111252,0.0
10.544,-0.012,-0.012,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
10.752,-0.011,-0.008,0,0,0,69.98999999364239,0.009743634040351506,69.98999999364239,0.009743634040351506,0.0
10.96,-0.009,-0.006,0,0,0,69.99099999183494,0.00974362352027974,69.99099999183494,0.00974362352027974,0.0
11.168,-0.007,-0.006,0,0,0,69.99299999183482,0.009743602480098179,69.99299999183482,0.009743602480098179,0.0
11.368,-0.008,-0.007,0,0,0,69.99199999172193,0.009743613000190148,69.99199999172193,0.009743613000190148,0.0
11.576,-0.007,-0.008,0,0,0,69.9929999916089,0.009743602480100555,69.9929999916089,0.009743602480100555,0.0
11.784,-0.007,-0.006,0,0,0,69.99299999183482,0.009743602480098179,69.99299999183482,0.009743602480098179,0.0
11.992,-0.007,-0.001,0,0,0,69.99299999239963,0.009743602480092237,69.99299999239963,0.009743602480092237,0.0
12.2,-0.008,0.004,0,0,0,69.99199999296451,0.009743613000177075,69.99199999296451,0.009743613000177075,0.0
12.4,-0.006,0.01,0,0,0,69.99399999364216,0.009743591959988385,69.99399999364216,0.009743591959988385,0.0
12.608,-0.003,0.015,0,0,0,69.99699999420682,0.009743560399710102,69.99699999420682,0.009743560399710102,0.0
12.816,0.001,0.018,0,0,0,70.00099999454547,0.009743518319343416,70.00099999454547,0.009743518319343416,0.0
13.024,0.009,0.02,0,0,0,70.00899999477096,0.009743434158614795,70.00899999477096,0.009743434158614795,0.0
13.224,0.02,0.021,0,0,0,70.0199999948833,0.009743318437615023,70.0199999948833,0.009743318437615023,0.0
13.432,0.029,0.023,0,0,0,70.02899999510873,0.009743223756795623,70.02899999510873,0.009743223756795623,0.0
13.64,0.036,0.023,0,0,0,70.03599999510834,0.00974315011616016,70.03599999510834,0.00974315011616016,0.0
13.848,0.039,0.023,0,0,0,70.03899999510817,0.009743118555887819,70.03899999510817,0.009743118555887819,0.0
14.056,0.041,0.023,0,0,0,70.04099999510807,0.009743097515706258,70.04099999510807,0.009743097515706258,0.0
14.256,0.042,0.019,0,0,0,70.04199999465617,0.009743086995620232,70.04199999465617,0.009743086995620232,0.0
14.464,0.042,0.014,0,0,0,70.04199999409136,0.009743086995626173,70.04199999409136,0.009743086995626173,0.0
