t,n,e
307.496,79.320,198.160
307.696,76.682,198.223
307.904,73.940,198.278
308.112,71.188,198.330
308.320,68.416,198.383
308.528,65.621,198.445
308.736,62.795,198.519
308.944,59.938,198.607
309.152,57.046,198.701
309.360,54.118,198.781
309.568,51.156,198.812
309.776,48.157,198.754
309.984,45.121,198.579
310.184,42.167,198.281
310.392,39.058,197.824
310.600,35.910,197.207
310.808,32.729,196.413
311.016,29.527,195.421
311.224,26.321,194.195
311.432,23.142,192.697
311.640,20.042,190.891
311.848,17.077,188.751
312.056,14.315,186.268
312.264,11.825,183.454
312.472,9.674,180.351
312.672,7.974,177.156
312.880,6.615,173.700
313.088,5.659,170.206
313.296,5.044,166.764
313.504,4.673,163.437
313.712,4.441,160.266
313.920,4.258,157.255
314.128,4.067,154.382
314.336,3.843,151.610
314.544,3.585,148.904
314.744,3.322,146.336
314.952,3.049,143.673
315.160,2.795,140.994
315.368,2.580,138.281
315.576,2.423,135.517
315.784,2.337,132.689
315.992,2.324,129.788
316.200,2.374,126.810
316.408,2.461,123.758
316.616,2.558,120.644
316.824,2.637,117.485
317.032,2.678,114.300
317.232,2.676,111.233
317.440,2.635,108.061
317.648,2.559,104.923
317.856,2.455,101.832
318.064,2.335,98.798
318.272,2.211,95.819
318.480,2.088,92.897
318.688,1.973,90.027
318.896,1.875,87.205
319.104,1.795,84.419
319.312,1.726,81.658
319.520,1.670,78.912
319.720,1.624,76.275
319.928,1.578,73.523
320.136,1.529,70.753
320.344,1.473,67.960
320.552,1.403,65.138
320.760,1.317,62.287
320.968,1.210,59.407
321.176,1.084,56.503
321.384,0.943,53.579
321.592,0.792,50.643
321.800,0.635,47.702
322.008,0.480,44.761
322.208,0.338,41.935
322.416,0.201,39.004
322.624,0.080,36.082
322.832,-0.025,33.173
323.040,-0.112,30.276
323.248,-0.185,27.390
323.456,-0.242,24.526
323.664,-0.273,21.743
323.872,-0.282,19.037
324.080,-0.276,16.395
324.288,-0.264,13.806
324.496,-0.254,11.269
324.696,-0.253,8.888
324.904,-0.266,6.491
325.112,-0.286,4.190
325.320,-0.308,1.988
325.528,-0.331,-0.114
325.736,-0.355,-2.121
325.944,-0.381,-4.033
326.152,-0.402,-5.853
326.360,-0.418,-7.585
326.568,-0.428,-9.232
326.776,-0.432,-10.805
326.984,-0.432,-12.308
327.184,-0.429,-13.695
327.392,-0.424,-15.077
327.600,-0.420,-16.398
327.808,-0.417,-17.660
328.016,-0.417,-18.860
328.224,-0.420,-19.998
328.432,-0.426,-21.074
328.640,-0.436,-22.170
328.848,-0.454,-23.386
329.056,-0.478,-24.599
329.260,-0.506,-25.576
329.464,-0.525,-26.135
329.672,-0.514,-26.192
329.880,-0.460,-25.696
330.088,-0.349,-24.689
330.296,-0.186,-23.283
330.504,0.003,-21.596
330.712,0.163,-19.773
330.920,0.262,-17.980
331.128,0.296,-16.297
331.336,0.280,-14.721
331.544,0.232,-13.230
331.744,0.173,-11.843
331.952,0.111,-10.395
332.160,0.051,-8.895
332.368,-0.001,-7.328
332.576,-0.044,-5.698
332.784,-0.084,-4.029
332.992,-0.125,-2.349
333.200,-0.172,-0.675
333.408,-0.228,0.987
333.616,-0.287,2.636
333.824,-0.345,4.279
334.032,-0.392,5.926
334.232,-0.422,7.520
334.440,-0.434,9.188
334.648,-0.424,10.795
334.856,-0.397,12.458
335.064,-0.359,14.013
335.272,-0.326,15.355
335.480,-0.312,16.457
335.688,-0.322,17.332
335.896,-0.349,18.008
336.104,-0.382,18.517
336.312,-0.409,18.888
336.520,-0.423,19.151
336.720,-0.417,19.324
336.928,-0.394,19.442
337.136,-0.359,19.513
337.344,-0.322,19.550
337.552,-0.290,19.552
337.760,-0.268,19.498
337.968,-0.249,19.431
338.176,-0.224,19.375
338.384,-0.197,19.331
338.592,-0.179,19.297
338.800,-0.180,19.278
339.008,-0.189,19.279
339.208,-0.189,19.298
339.416,-0.174,19.337
339.624,-0.146,19.385
339.832,-0.112,19.434
340.040,-0.081,19.478
340.248,-0.063,19.516
340.456,-0.058,19.547
340.664,-0.063,19.567
340.872,-0.068,19.575
341.080,-0.069,19.571
341.288,-0.066,19.557
341.496,-0.058,19.534
341.696,-0.052,19.505
341.904,-0.051,19.473
342.112,-0.057,19.440
342.320,-0.069,19.407
342.528,-0.081,19.375
342.736,-0.091,19.345
342.944,-0.097,19.317
343.152,-0.097,19.290
343.360,-0.094,19.270
343.568,-0.094,19.265
343.776,-0.095,19.277
343.984,-0.098,19.303
344.184,-0.099,19.330
344.392,-0.097,19.357
344.600,-0.093,19.381
344.808,-0.088,19.403
345.016,-0.084,19.421
345.224,-0.081,19.433
345.432,-0.080,19.440
345.644,-0.083,19.443
345.852,-0.090,19.443
346.056,-0.098,19.440
346.264,-0.106,19.431
346.472,-0.109,19.418
346.672,-0.112,19.401
346.880,-0.114,19.382
347.084,-0.115,19.364
347.292,-0.115,19.347
347.492,-0.113,19.332
347.700,-0.111,19.318
347.908,-0.112,19.309
348.116,-0.114,19.310
348.324,-0.118,19.324
348.532,-0.121,19.349
348.732,-0.121,19.377
348.940,-0.117,19.403
349.148,-0.111,19.427
349.356,-0.104,19.444
349.564,-0.098,19.458
349.772,-0.094,19.470
349.980,-0.093,19.480
350.188,-0.095,19.490
350.396,-0.099,19.496
350.604,-0.104,19.498
350.812,-0.108,19.495
351.020,-0.110,19.486
351.220,-0.109,19.472
351.428,-0.105,19.454
351.636,-0.104,19.432
351.848,-0.107,19.406
352.052,-0.112,19.380
352.260,-0.118,19.357
352.468,-0.126,19.338
352.676,-0.132,19.320
352.884,-0.134,19.308
353.092,-0.131,19.307
353.300,-0.121,19.321
353.508,-0.110,19.351
353.708,-0.099,19.384
353.916,-0.093,19.419
354.124,-0.087,19.453
354.332,-0.082,19.481
354.540,-0.073,19.501
354.748,-0.065,19.514
354.956,-0.062,19.519
355.164,-0.065,19.518
355.372,-0.075,19.514
355.580,-0.087,19.506
355.788,-0.100,19.494
355.996,-0.107,19.475
356.196,-0.107,19.450
356.404,-0.104,19.424
356.612,-0.102,19.397
356.820,-0.104,19.370
357.028,-0.110,19.346
357.236,-0.118,19.326
357.444,-0.125,19.312
357.652,-0.130,19.305
357.860,-0.136,19.306
358.068,-0.139,19.315
358.276,-0.139,19.333
358.484,-0.136,19.355
358.684,-0.132,19.376
358.892,-0.124,19.395
359.100,-0.113,19.410
359.308,-0.100,19.422
359.516,-0.091,19.433
359.724,-0.085,19.442
359.932,-0.084,19.448
360.140,-0.084,19.452
360.348,-0.085,19.453
360.556,-0.088,19.450
360.764,-0.088,19.444
360.972,-0.084,19.435
361.172,-0.079,19.425
361.380,-0.078,19.414
361.588,-0.079,19.402
361.796,-0.082,19.391
362.004,-0.083,19.380
362.212,-0.083,19.368
362.420,-0.085,19.356
362.628,-0.087,19.348
362.836,-0.086,19.345
363.044,-0.086,19.347
363.244,-0.086,19.357
363.452,-0.085,19.375
363.660,-0.086,19.397
363.868,-0.087,19.421
364.076,-0.086,19.446
364.284,-0.087,19.469
364.492,-0.090,19.486
364.700,-0.094,19.499
364.908,-0.098,19.507
365.116,-0.102,19.507
365.324,-0.105,19.501
365.532,-0.109,19.493
365.732,-0.114,19.485
365.940,-0.117,19.475
366.148,-0.117,19.461
366.356,-0.113,19.445
366.564,-0.107,19.428
366.772,-0.102,19.409
366.980,-0.101,19.391
367.188,-0.104,19.374
367.396,-0.107,19.361
367.604,-0.111,19.351
367.812,-0.116,19.345
368.020,-0.120,19.346
368.220,-0.118,19.355
368.428,-0.112,19.368
368.636,-0.104,19.384
368.844,-0.101,19.399
369.052,-0.101,19.414
369.260,-0.104,19.427
369.468,-0.108,19.440
369.676,-0.108,19.454
369.884,-0.106,19.467
370.092,-0.102,19.476
370.300,-0.096,19.482
370.508,-0.087,19.480
370.708,-0.079,19.474
370.916,-0.073,19.462
371.124,-0.071,19.447
371.332,-0.077,19.432
371.540,-0.088,19.417
371.748,-0.102,19.401
371.956,-0.112,19.388
372.164,-0.111,19.378
372.372,-0.102,19.370
372.580,-0.090,19.359
372.788,-0.081,19.347
372.996,-0.075,19.340
373.196,-0.070,19.339
373.404,-0.070,19.346
373.612,-0.073,19.363
373.820,-0.077,19.387
374.028,-0.078,19.412
374.236,-0.074,19.433
374.444,-0.065,19.451
374.652,-0.057,19.462
374.860,-0.052,19.469
375.068,-0.051,19.471
375.276,-0.052,19.471
375.484,-0.057,19.470
375.684,-0.061,19.469
375.892,-0.062,19.462
376.100,-0.062,19.451
376.308,-0.061,19.440
376.516,-0.062,19.436
376.724,-0.063,19.438
376.932,-0.062,19.439
377.140,-0.061,19.440
377.348,-0.058,19.437
377.556,-0.055,19.432
377.764,-0.051,19.425
377.972,-0.045,19.417
378.172,-0.038,19.412
378.380,-0.031,19.410
378.588,-0.025,19.406
378.796,-0.024,19.404
379.004,-0.023,19.405
379.212,-0.025,19.406
379.420,-0.026,19.404
379.628,-0.026,19.399
379.836,-0.026,19.392
380.044,-0.023,19.385
380.244,-0.015,19.380
380.452,-0.006,19.378
