t,n,e
291.008,199.763,70.511
291.208,199.868,73.183
291.416,199.927,75.998
291.624,199.935,78.859
291.832,199.899,81.768
292.036,199.830,84.665
292.244,199.740,87.660
292.452,199.646,90.689
292.660,199.560,93.741
292.868,199.493,96.804
293.076,199.446,99.864
293.284,199.419,102.912
293.492,199.411,105.937
293.696,199.417,108.880
293.900,199.431,111.795
294.100,199.449,114.622
294.308,199.472,117.528
294.516,199.496,120.402
294.724,199.521,123.244
294.928,199.543,126.006
295.136,199.562,128.803
295.340,199.580,131.535
295.540,199.594,134.206
295.748,199.605,136.984
295.956,199.609,139.770
296.164,199.601,142.574
296.372,199.566,145.397
296.580,199.483,148.245
296.788,199.330,151.122
296.996,199.088,154.029
297.196,198.752,156.858
297.404,198.279,159.843
297.612,197.670,162.870
297.820,196.909,165.936
298.028,195.977,169.034
298.236,194.849,172.157
298.444,193.497,175.285
298.652,191.880,178.388
298.860,189.964,181.425
299.068,187.719,184.342
299.276,185.133,187.072
299.484,182.205,189.538
299.684,179.095,191.586
299.892,175.615,193.313
300.100,171.976,194.587
300.308,168.292,195.413
300.516,164.674,195.860
300.724,161.204,196.041
300.932,157.922,196.087
301.140,154.830,196.109
301.352,151.900,196.174
301.552,149.197,196.301
301.760,146.462,196.496
301.968,143.774,196.729
302.176,141.104,196.970
302.384,138.423,197.195
302.588,135.813,197.373
302.796,133.050,197.495
303.004,130.219,197.538
303.212,127.305,197.497
303.420,124.302,197.380
303.628,121.212,197.221
303.836,118.049,197.057
304.044,114.830,196.930
304.244,111.701,196.864
304.452,108.437,196.858
304.660,105.190,196.912
304.868,101.981,197.013
305.076,98.826,197.143
305.284,95.739,197.290
305.492,92.727,197.440
305.700,89.789,197.585
305.908,86.917,197.716
306.116,84.100,197.829
306.324,81.325,197.925
306.532,78.577,198.003
306.732,75.948,198.063
306.940,73.212,198.118
307.148,70.462,198.173
307.356,67.692,198.233
307.564,64.891,198.300
307.772,62.054,198.382
307.980,59.178,198.478
308.188,56.265,198.575
308.396,53.319,198.648
308.604,50.338,198.668
308.812,47.325,198.603
309.016,44.394,198.435
309.224,41.313,198.129
309.432,38.196,197.672
309.640,35.043,197.052
309.848,31.859,196.248
310.056,28.655,195.238
310.264,25.455,193.991
310.472,22.292,192.471
310.672,19.329,190.717
310.880,16.389,188.564
311.088,13.660,186.067
311.296,11.212,183.244
311.504,9.112,180.136
311.712,7.410,176.811
311.920,6.127,173.359
312.128,5.244,169.877
312.336,4.693,166.455
312.544,4.375,163.161
312.744,4.190,160.141
312.952,4.038,157.153
313.160,3.869,154.297
313.368,3.663,151.541
313.576,3.423,148.850
313.784,3.167,146.190
313.992,2.914,143.534
314.200,2.686,140.859
314.408,2.504,138.146
314.616,2.384,135.377
314.824,2.340,132.541
315.032,2.373,129.627
315.232,2.463,126.751
315.440,2.585,123.687
315.648,2.703,120.564
315.856,2.791,117.400
316.064,2.832,114.214
316.272,2.823,111.026
316.480,2.767,107.859
316.688,2.674,104.728
316.896,2.557,101.645
317.100,2.435,98.734
317.308,2.304,95.764
317.516,2.176,92.854
317.724,2.056,89.999
317.932,1.950,87.191
318.140,1.856,84.423
318.348,1.775,81.680
318.556,1.708,78.950
318.764,1.650,76.217
318.972,1.596,73.472
319.172,1.540,70.814
319.380,1.473,68.024
319.588,1.393,65.200
319.796,1.301,62.345
320.004,1.195,59.460
320.212,1.076,56.548
320.420,0.947,53.612
320.628,0.815,50.660
320.836,0.683,47.702
321.044,0.551,44.747
321.244,0.431,41.912
321.452,0.317,38.973
321.656,0.218,36.161
321.864,0.126,33.252
322.064,0.047,30.473
322.268,-0.026,27.711
322.472,-0.093,24.856
322.672,-0.150,22.127
322.880,-0.200,19.303
323.088,-0.244,16.492
323.296,-0.284,13.689
323.504,-0.318,10.889
323.712,-0.345,8.090
323.920,-0.366,5.289
324.128,-0.389,2.552
324.336,-0.414,-0.117
324.544,-0.438,-2.729
324.744,-0.455,-5.194
324.952,-0.466,-7.707
325.160,-0.477,-10.157
325.368,-0.492,-12.528
325.576,-0.514,-14.807
325.784,-0.543,-16.984
325.992,-0.579,-19.061
326.200,-0.624,-21.043
326.408,-0.675,-22.934
326.616,-0.730,-24.729
326.824,-0.788,-26.430
327.028,-0.846,-27.980
327.232,-0.908,-29.510
327.440,-0.971,-30.964
327.648,-1.031,-32.350
327.856,-1.086,-33.666
328.064,-1.138,-34.914
328.272,-1.185,-36.099
328.480,-1.224,-37.250
328.688,-1.248,-38.403
328.896,-1.260,-39.417
329.104,-1.258,-40.013
329.312,-1.230,-40.105
329.520,-1.161,-39.724
329.720,-1.044,-38.931
329.928,-0.871,-37.688
330.136,-0.673,-36.103
330.344,-0.495,-34.317
330.552,-0.377,-32.408
330.760,-0.328,-30.723
330.968,-0.337,-29.157
331.176,-0.366,-27.679
331.384,-0.391,-26.242
331.592,-0.402,-24.792
331.800,-0.407,-23.289
332.008,-0.416,-21.720
332.208,-0.433,-20.158
332.416,-0.462,-18.497
332.624,-0.498,-16.825
332.832,-0.535,-15.161
333.040,-0.562,-13.512
333.248,-0.577,-11.873
333.456,-0.573,-10.238
333.664,-0.551,-8.602
333.872,-0.511,-6.993
334.080,-0.473,-5.531
334.288,-0.466,-4.293
334.496,-0.499,-3.288
334.696,-0.564,-2.527
334.904,-0.651,-1.919
335.112,-0.737,-1.465
335.320,-0.795,-1.132
335.528,-0.811,-0.890
335.736,-0.778,-0.713
335.944,-0.704,-0.583
336.152,-0.604,-0.487
336.360,-0.504,-0.422
336.568,-0.414,-0.414
336.776,-0.339,-0.452
336.984,-0.284,-0.494
337.184,-0.242,-0.525
337.392,-0.214,-0.547
337.600,-0.210,-0.561
337.808,-0.215,-0.565
338.016,-0.206,-0.555
338.224,-0.176,-0.534
338.432,-0.132,-0.505
338.640,-0.092,-0.469
338.848,-0.067,-0.434
339.056,-0.062,-0.403
339.264,-0.072,-0.379
339.472,-0.090,-0.358
339.672,-0.105,-0.344
339.880,-0.109,-0.336
340.088,-0.102,-0.333
340.296,-0.085,-0.337
340.504,-0.066,-0.344
340.712,-0.055,-0.355
340.920,-0.053,-0.374
341.128,-0.058,-0.399
341.336,-0.068,-0.428
341.544,-0.075,-0.455
341.744,-0.074,-0.475
341.952,-0.063,-0.491
342.160,-0.042,-0.504
342.368,-0.018,-0.513
342.576,0.002,-0.521
342.784,0.013,-0.529
342.992,0.009,-0.539
343.200,-0.006,-0.549
343.408,-0.023,-0.560
343.616,-0.037,-0.569
343.824,-0.044,-0.573
344.032,-0.039,-0.566
344.232,-0.026,-0.554
344.440,-0.014,-0.541
344.648,-0.008,-0.529
344.856,-0.011,-0.519
345.064,-0.025,-0.507
345.272,-0.046,-0.492
345.480,-0.066,-0.477
345.688,-0.079,-0.460
345.896,-0.083,-0.443
346.104,-0.081,-0.427
346.312,-0.073,-0.414
346.520,-0.062,-0.407
346.720,-0.053,-0.405
346.928,-0.051,-0.407
347.136,-0.060,-0.411
347.344,-0.072,-0.420
347.552,-0.084,-0.433
347.760,-0.091,-0.447
347.968,-0.092,-0.462
348.176,-0.089,-0.477
348.384,-0.083,-0.488
348.592,-0.074,-0.497
348.800,-0.066,-0.504
349.008,-0.064,-0.509
349.208,-0.067,-0.514
349.416,-0.071,-0.517
349.624,-0.076,-0.515
349.832,-0.083,-0.509
350.040,-0.088,-0.500
350.248,-0.091,-0.490
350.456,-0.094,-0.481
350.664,-0.098,-0.472
350.872,-0.103,-0.464
351.080,-0.108,-0.460
351.288,-0.110,-0.457
351.496,-0.107,-0.451
351.696,-0.101,-0.442
351.904,-0.090,-0.431
352.112,-0.077,-0.422
352.320,-0.066,-0.417
352.528,-0.065,-0.414
352.736,-0.070,-0.414
352.944,-0.077,-0.418
353.152,-0.085,-0.424
353.360,-0.089,-0.430
353.568,-0.090,-0.436
353.776,-0.087,-0.442
353.984,-0.082,-0.448
354.184,-0.078,-0.454
354.392,-0.076,-0.463
354.596,-0.077,-0.472
354.800,-0.079,-0.481
355.008,-0.080,-0.487
355.208,-0.079,-0.490
355.416,-0.076,-0.488
355.624,-0.075,-0.484
355.832,-0.074,-0.478
356.040,-0.073,-0.469
356.248,-0.075,-0.460
356.456,-0.082,-0.454
356.664,-0.089,-0.449
356.872,-0.096,-0.447
357.080,-0.100,-0.446
357.288,-0.100,-0.448
357.496,-0.095,-0.452
357.696,-0.087,-0.454
357.904,-0.081,-0.459
358.112,-0.079,-0.464
358.320,-0.080,-0.475
358.528,-0.083,-0.486
358.736,-0.085,-0.496
358.944,-0.085,-0.503
359.152,-0.080,-0.507
359.360,-0.072,-0.509
359.568,-0.065,-0.509
359.776,-0.064,-0.509
359.984,-0.069,-0.507
360.184,-0.078,-0.501
360.392,-0.086,-0.492
360.600,-0.089,-0.477
360.808,-0.089,-0.460
361.016,-0.086,-0.444
361.224,-0.082,-0.430
361.432,-0.078,-0.421
361.640,-0.079,-0.416
361.848,-0.082,-0.415
362.056,-0.088,-0.417
362.264,-0.091,-0.421
362.472,-0.088,-0.426
362.672,-0.081,-0.430
362.880,-0.073,-0.434
363.088,-0.068,-0.441
363.292,-0.067,-0.449
363.492,-0.069,-0.457
363.700,-0.070,-0.469
363.908,-0.072,-0.483
364.116,-0.075,-0.495
364.324,-0.074,-0.504
364.532,-0.072,-0.512
364.732,-0.068,-0.513
364.940,-0.060,-0.511
365.148,-0.050,-0.507
365.356,-0.044,-0.500
365.564,-0.043,-0.489
365.772,-0.048,-0.478
365.980,-0.055,-0.471
366.188,-0.062,-0.467
366.396,-0.066,-0.465
366.604,-0.067,-0.459
366.812,-0.063,-0.449
367.020,-0.058,-0.440
367.220,-0.054,-0.431
367.428,-0.051,-0.421
367.636,-0.051,-0.412
367.844,-0.054,-0.406
368.052,-0.059,-0.404
368.260,-0.063,-0.407
368.468,-0.063,-0.410
368.676,-0.060,-0.416
368.884,-0.054,-0.423
369.092,-0.048,-0.432
369.300,-0.044,-0.441
369.508,-0.041,-0.450
369.708,-0.041,-0.460
369.916,-0.044,-0.467
370.124,-0.048,-0.473
370.332,-0.051,-0.480
370.540,-0.049,-0.482
370.748,-0.043,-0.479
370.956,-0.036,-0.472
371.164,-0.032,-0.465
371.372,-0.032,-0.457
371.580,-0.036,-0.450
371.788,-0.045,-0.445
371.996,-0.058,-0.444
372.196,-0.069,-0.444
372.404,-0.076,-0.444
372.612,-0.076,-0.443
372.820,-0.069,-0.444
373.028,-0.058,-0.446
373.236,-0.049,-0.446
373.444,-0.047,-0.447
373.652,-0.048,-0.451
373.860,-0.049,-0.455
374.068,-0.048,-0.457
374.276,-0.047,-0.459
374.484,-0.048,-0.460
374.684,-0.048,-0.459
374.892,-0.048,-0.459
375.100,-0.050,-0.462
375.308,-0.052,-0.466
375.516,-0.050,-0.470
375.724,-0.044,-0.473
375.932,-0.039,-0.475
376.140,-0.041,-0.478
376.348,-0.044,-0.481
376.556,-0.045,-0.482
376.764,-0.043,-0.484
376.972,-0.039,-0.485
377.172,-0.031,-0.484
377.380,-0.024,-0.481
377.588,-0.021,-0.478
377.796,-0.019,-0.475
378.004,-0.018,-0.474
378.212,-0.020,-0.474
378.420,-0.025,-0.473
378.628,-0.032,-0.476
378.836,-0.038,-0.479
379.044,-0.044,-0.482
379.244,-0.048,-0.481
379.452,-0.052,-0.477
379.660,-0.053,-0.474
379.868,-0.054,-0.471
