t,phase,sp_mode,east,north,up,mode,armed,vtol_state
1785091235.6710973,vel_only,vel_only,880.45,722.5,70.89,OFFBOARD,True,4
1785091235.8710878,vel_only,vel_only,880.46,725.52,70.99,OFFBOARD,True,4
1785091236.071645,vel_only,vel_only,880.47,728.54,71.08,OFFBOARD,True,4
1785091236.2711096,vel_only,vel_only,880.48,731.57,71.17,OFFBOARD,True,4
1785091236.4715414,vel_only,vel_only,880.49,734.11,71.25,OFFBOARD,True,4
1785091236.6715727,vel_only,vel_only,880.49,737.13,71.34,OFFBOARD,True,4
1785091236.8714306,vel_only,vel_only,880.5,740.16,71.43,OFFBOARD,True,4
1785091237.071519,vel_only,vel_only,880.5,743.18,71.53,OFFBOARD,True,4
1785091237.271991,vel_only,vel_only,880.51,746.21,71.63,OFFBOARD,True,4
1785091237.4729626,vel_only,vel_only,880.51,749.23,71.72,OFFBOARD,True,4
1785091237.6714976,vel_only,vel_only,880.51,752.25,71.82,OFFBOARD,True,4
1785091237.872388,vel_only,vel_only,880.51,755.27,71.91,OFFBOARD,True,4
1785091238.0722177,vel_only,vel_only,880.52,758.29,72.0,OFFBOARD,True,4
1785091238.2717338,vel_only,vel_only,880.52,760.83,72.08,OFFBOARD,True,4
1785091238.4727926,vel_only,vel_only,880.52,763.85,72.17,OFFBOARD,True,4
1785091238.6719353,vel_only,vel_only,880.53,766.87,72.26,OFFBOARD,True,4
1785091238.8716247,vel_only,vel_only,880.53,769.9,72.35,OFFBOARD,True,4
1785091239.0718,vel_only,vel_only,880.53,772.92,72.44,OFFBOARD,True,4
1785091239.2718725,vel_only,vel_only,880.53,775.94,72.53,OFFBOARD,True,4
1785091239.4723034,vel_only,vel_only,880.54,778.96,72.62,OFFBOARD,True,4
1785091239.6718051,vel_only,vel_only,880.54,781.98,72.7,OFFBOARD,True,4
1785091239.872086,vel_only,vel_only,880.55,785.0,72.79,OFFBOARD,True,4
1785091240.0723596,vel_only,vel_only,880.55,788.02,72.87,OFFBOARD,True,4
1785091240.2719688,vel_only,vel_only,880.56,791.04,72.96,OFFBOARD,True,4
1785091240.4718719,vel_only,vel_only,880.56,794.07,73.04,OFFBOARD,True,4
1785091240.6732836,vel_only,vel_only,880.57,797.09,73.12,OFFBOARD,True,4
1785091240.8713496,vel_only,vel_only,880.58,800.11,73.2,OFFBOARD,True,4
1785091241.0719132,vel_only,vel_only,880.59,803.13,73.27,OFFBOARD,True,4
1785091241.271782,pos_only,pos_only,880.59,806.04,73.34,OFFBOARD,True,4
1785091241.471991,pos_only,pos_only,880.6,809.07,73.41,OFFBOARD,True,4
1785091241.6718524,pos_only,pos_only,880.61,811.6,73.46,OFFBOARD,True,4
1785091241.8717701,pos_only,pos_only,880.62,814.57,73.51,OFFBOARD,True,4
1785091242.072319,pos_only,pos_only,880.62,817.51,73.49,OFFBOARD,True,4
1785091242.2718585,pos_only,pos_only,880.62,819.85,73.42,OFFBOARD,True,4
1785091242.4719224,pos_only,pos_only,880.62,822.76,73.25,OFFBOARD,True,4
1785091242.6717684,pos_only,pos_only,880.61,825.83,72.99,OFFBOARD,True,4
1785091242.8717933,pos_only,pos_only,880.6,828.74,72.69,OFFBOARD,True,4
1785091243.0716877,pos_only,pos_only,880.59,831.66,72.33,OFFBOARD,True,4
1785091243.2716188,pos_only,pos_only,880.58,834.6,71.96,OFFBOARD,True,4
1785091243.473962,pos_only,pos_only,880.56,837.55,71.57,OFFBOARD,True,4
1785091243.6717641,pos_only,pos_only,880.55,840.52,71.19,OFFBOARD,True,4
1785091243.871657,pos_only,pos_only,880.53,843.5,70.83,OFFBOARD,True,4
1785091244.0716944,pos_only,pos_only,880.52,846.49,70.48,OFFBOARD,True,4
1785091244.2720265,pos_only,pos_only,880.51,849.49,70.15,OFFBOARD,True,4
1785091244.4719589,pos_only,pos_only,880.5,852.49,69.85,OFFBOARD,True,4
1785091244.6717308,pos_only,pos_only,880.5,855.0,69.6,OFFBOARD,True,4
1785091244.8716938,pos_only,pos_only,880.5,858.0,69.31,OFFBOARD,True,4
1785091245.0726354,pos_only,pos_only,880.5,860.39,69.08,OFFBOARD,True,4
1785091245.2717245,pos_only,pos_only,880.5,863.37,68.8,OFFBOARD,True,4
1785091245.4721367,pos_only,pos_only,880.5,866.34,68.51,OFFBOARD,True,4
1785091245.671694,pos_only,pos_only,880.5,869.31,68.22,OFFBOARD,True,4
1785091245.872967,pos_only,pos_only,880.51,872.27,67.92,OFFBOARD,True,4
1785091246.0723433,pos_only,pos_only,880.51,875.24,67.61,OFFBOARD,True,4
1785091246.271933,pos_only,pos_only,880.5,878.08,67.3,OFFBOARD,True,4
1785091246.4718351,pos_only,pos_only,880.5,881.05,66.97,OFFBOARD,True,4
1785091246.6717062,pos_only,pos_only,880.49,884.02,66.63,OFFBOARD,True,4
1785091246.8717635,pos_only,pos_only,880.48,887.0,66.28,OFFBOARD,True,4
1785091247.0715451,pos_only,pos_only,880.47,889.98,65.93,OFFBOARD,True,4
1785091247.2715719,pos_only,pos_only,880.45,892.97,65.57,OFFBOARD,True,4
1785091247.4716363,pos_only,pos_only,880.44,895.96,65.21,OFFBOARD,True,4
1785091247.6715744,pos_only,pos_only,880.44,898.95,64.86,OFFBOARD,True,4
1785091247.8715923,pos_only,pos_only,880.43,901.94,64.51,OFFBOARD,True,4
1785091248.0718856,pos_only,pos_only,880.42,904.93,64.16,OFFBOARD,True,4
1785091248.2713118,pos_only,pos_only,880.42,907.92,63.81,OFFBOARD,True,4
1785091248.4715512,pos_only,pos_only,880.41,910.9,63.46,OFFBOARD,True,4
1785091248.6713865,pos_only,pos_only,880.4,913.89,63.11,OFFBOARD,True,4
1785091248.871383,pos_only,pos_only,880.4,916.87,62.76,OFFBOARD,True,4
1785091249.0714269,pos_only,pos_only,880.39,919.86,62.41,OFFBOARD,True,4
1785091249.272474,pos_only,pos_only,880.39,922.36,62.11,OFFBOARD,True,4
1785091249.4721372,pos_only,pos_only,880.39,925.35,61.75,OFFBOARD,True,4
1785091249.6727815,pos_only,pos_only,880.38,928.33,61.38,OFFBOARD,True,4
1785091249.872391,pos_only,pos_only,880.38,931.31,61.02,OFFBOARD,True,4
1785091250.0716486,pos_only,pos_only,880.37,934.3,60.64,OFFBOARD,True,4
1785091250.2737482,pos_only,pos_only,880.37,937.29,60.27,OFFBOARD,True,4
1785091250.4711318,pos_only,pos_only,880.37,940.28,59.89,OFFBOARD,True,4
1785091250.6711717,pos_only,pos_only,880.36,943.28,59.51,OFFBOARD,True,4
1785091250.8729713,pos_only,pos_only,880.36,946.27,59.14,OFFBOARD,True,4
1785091251.071884,pos_only,pos_only,880.35,949.27,58.76,OFFBOARD,True,4
1785091251.2719328,pos_only,pos_only,880.34,952.27,58.38,OFFBOARD,True,4
1785091251.4716375,pos_only,pos_only,880.34,955.26,58.01,OFFBOARD,True,4
1785091251.6712842,pos_only,pos_only,880.33,958.26,57.63,OFFBOARD,True,4
1785091251.8714254,pos_only,pos_only,880.33,961.25,57.26,OFFBOARD,True,4
1785091252.0720081,pos_only,pos_only,880.32,964.25,56.89,OFFBOARD,True,4
1785091252.2715085,pos_only,pos_only,880.32,967.25,56.51,OFFBOARD,True,4
1785091252.4711142,pos_only,pos_only,880.32,970.26,56.13,OFFBOARD,True,4
1785091252.6713014,pos_only,pos_only,880.31,973.26,55.76,OFFBOARD,True,4
1785091252.8711042,pos_only,pos_only,880.31,976.26,55.37,OFFBOARD,True,4
1785091253.0716894,pos_only,pos_only,880.3,979.27,54.99,OFFBOARD,True,4
1785091253.2716403,pos_only,pos_only,880.29,982.27,54.61,OFFBOARD,True,4
1785091253.4713886,pos_only,pos_only,880.28,985.28,54.22,OFFBOARD,True,4
1785091253.6710968,pos_only,pos_only,880.27,988.31,53.85,OFFBOARD,True,4
1785091253.8725686,pos_only,pos_only,880.26,991.25,53.53,OFFBOARD,True,4
1785091254.072128,pos_only,pos_only,880.26,994.33,53.25,OFFBOARD,True,4
1785091254.2718124,pos_only,pos_only,880.25,997.43,53.05,OFFBOARD,True,4
1785091254.4715207,pos_only,pos_only,880.25,1000.54,52.9,OFFBOARD,True,4
1785091254.6715627,pos_only,pos_only,880.25,1003.13,52.82,OFFBOARD,True,4
1785091254.8731465,pos_only,pos_only,880.24,1006.21,52.76,OFFBOARD,True,4
1785091255.072229,pos_only,pos_only,880.24,1009.28,52.72,OFFBOARD,True,4
1785091255.2719414,pos_only,pos_only,880.24,1012.33,52.7,OFFBOARD,True,4
1785091258.5040898,pos_only,pos_only,880.23,1014.27,52.68,OFFBOARD,True,4
1785091258.671745,pos_only,pos_only,880.23,1016.81,52.65,OFFBOARD,True,4
1785091258.8718488,pos_only,pos_only,880.21,1019.83,52.59,OFFBOARD,True,4
1785091259.0721154,pos_only,pos_only,880.2,1022.83,52.53,OFFBOARD,True,4
1785091259.2722533,pos_only,pos_only,880.18,1025.84,52.44,OFFBOARD,True,4
1785091259.472898,pos_only,pos_only,880.16,1029.34,52.32,OFFBOARD,True,4
1785091259.6715343,pos_only,pos_only,880.14,1031.88,52.22,OFFBOARD,True,4
1785091259.8719432,pos_only,pos_only,880.12,1034.9,52.1,OFFBOARD,True,4
1785091260.071691,pos_only,pos_only,880.1,1037.94,51.98,OFFBOARD,True,4
1785091260.2720275,pos_only,pos_only,880.08,1040.98,51.87,OFFBOARD,True,4
1785091260.4725013,pos_only,pos_only,880.06,1044.02,51.77,OFFBOARD,True,4
1785091260.6713767,pos_only,pos_only,880.04,1047.07,51.68,OFFBOARD,True,4
1785091260.8714106,pos_only,pos_only,880.02,1050.19,51.61,OFFBOARD,True,4
1785091261.0713434,pos_only,pos_only,880.0,1053.24,51.54,OFFBOARD,True,4
1785091261.2714956,pos_only,pos_only,879.99,1056.29,51.49,OFFBOARD,True,4
1785091261.4718626,pos_only,pos_only,879.98,1059.34,51.44,OFFBOARD,True,4
1785091261.6718533,pos_only,pos_only,879.97,1062.39,51.41,OFFBOARD,True,4
1785091261.8722515,pos_only,pos_only,879.96,1065.44,51.37,OFFBOARD,True,4
1785091262.0711136,pos_only,pos_only,879.95,1068.48,51.34,OFFBOARD,True,4
1785091262.2744672,pos_only,pos_only,879.94,1071.53,51.3,OFFBOARD,True,4
1785091262.4721038,pos_only,pos_only,879.93,1074.57,51.27,OFFBOARD,True,4
1785091262.6718137,pos_only,pos_only,879.92,1077.62,51.22,OFFBOARD,True,4
1785091262.871295,pos_only,pos_only,879.91,1080.67,51.18,OFFBOARD,True,4
1785091263.071085,pos_only,pos_only,879.9,1083.72,51.15,OFFBOARD,True,4
1785091263.2716544,pos_only,pos_only,879.89,1086.77,51.11,OFFBOARD,True,4
1785091263.4713464,pos_only,pos_only,879.88,1089.82,51.08,OFFBOARD,True,4
1785091263.6712499,pos_only,pos_only,879.87,1092.88,51.05,OFFBOARD,True,4
1785091263.871259,pos_only,pos_only,879.86,1095.93,51.02,OFFBOARD,True,4
1785091264.0711594,pos_only,pos_only,879.86,1098.98,51.0,OFFBOARD,True,4
1785091264.2724237,pos_only,pos_only,879.85,1102.03,50.98,OFFBOARD,True,4
1785091264.4717877,pos_only,pos_only,879.84,1105.09,50.95,OFFBOARD,True,4
1785091264.6726775,pos_only,pos_only,879.84,1108.14,50.93,OFFBOARD,True,4
1785091264.8716185,pos_only,pos_only,879.83,1110.71,50.92,OFFBOARD,True,4
1785091265.0720937,pos_only,pos_only,879.82,1114.25,50.89,OFFBOARD,True,4
1785091265.2718172,pos_only,pos_only,879.81,1117.31,50.88,OFFBOARD,True,4
1785091265.471742,pos_only,pos_only,879.8,1119.88,50.86,OFFBOARD,True,4
1785091265.6715763,pos_only,pos_only,879.78,1123.42,50.85,OFFBOARD,True,4
1785091265.871461,pos_only,pos_only,879.77,1126.47,50.83,OFFBOARD,True,4
1785091266.0718431,pos_only,pos_only,879.75,1129.51,50.82,OFFBOARD,True,4
1785091266.271627,pos_only,pos_only,879.73,1132.56,50.81,OFFBOARD,True,4
1785091266.4723446,pos_only,pos_only,879.72,1135.6,50.8,OFFBOARD,True,4
1785091266.6720037,pos_only,pos_only,879.7,1138.65,50.79,OFFBOARD,True,4
1785091266.8716211,pos_only,pos_only,879.68,1141.7,50.78,OFFBOARD,True,4
1785091267.0713325,pos_only,pos_only,879.67,1144.76,50.77,OFFBOARD,True,4
1785091267.271485,pos_only,pos_only,879.65,1147.82,50.76,OFFBOARD,True,4
1785091267.471855,pos_only,pos_only,879.64,1150.87,50.75,OFFBOARD,True,4
1785091267.671435,pos_only,pos_only,879.62,1153.93,50.74,OFFBOARD,True,4
1785091267.8713174,pos_only,pos_only,879.61,1156.98,50.73,OFFBOARD,True,4
1785091268.0720515,pos_only,pos_only,879.6,1160.04,50.72,OFFBOARD,True,4
1785091268.272252,pos_only,pos_only,879.59,1162.48,50.72,OFFBOARD,True,4
1785091268.4724255,pos_only,pos_only,879.58,1165.53,50.71,OFFBOARD,True,4
1785091268.6720512,pos_only,pos_only,879.56,1168.58,50.7,OFFBOARD,True,4
1785091268.8717558,pos_only,pos_only,879.55,1171.64,50.69,OFFBOARD,True,4
1785091269.071824,pos_only,pos_only,879.55,1174.69,50.69,OFFBOARD,True,4
1785091269.2715268,pos_only,pos_only,879.54,1177.74,50.68,OFFBOARD,True,4
1785091269.4722915,pos_only,pos_only,879.54,1180.8,50.68,OFFBOARD,True,4
1785091269.6715608,pos_only,pos_only,879.53,1183.86,50.68,OFFBOARD,True,4
1785091269.8717852,pos_only,pos_only,879.52,1186.91,50.67,OFFBOARD,True,4
1785091270.0717678,pos_only,pos_only,879.51,1189.97,50.67,OFFBOARD,True,4
1785091270.271562,pos_only,pos_only,879.51,1193.03,50.67,OFFBOARD,True,4
1785091270.4719067,pos_only,pos_only,879.5,1196.09,50.67,OFFBOARD,True,4
1785091270.6715097,pos_only,pos_only,879.5,1199.15,50.67,OFFBOARD,True,4
1785091270.8717406,pos_only,pos_only,879.51,1202.27,50.67,OFFBOARD,True,4
1785091271.0715377,pos_only,pos_only,879.51,1205.33,50.66,OFFBOARD,True,4
1785091271.2718248,pos_only,pos_only,879.51,1208.39,50.66,OFFBOARD,True,4
1785091271.471611,pos_only,pos_only,879.51,1211.45,50.66,OFFBOARD,True,4
1785091271.6714683,pos_only,pos_only,879.5,1214.51,50.65,OFFBOARD,True,4
1785091271.871627,pos_only,pos_only,879.5,1217.56,50.65,OFFBOARD,True,4
1785091272.0712624,pos_only,pos_only,879.49,1220.62,50.65,OFFBOARD,True,4
1785091272.2711058,pos_only,pos_only,879.47,1223.69,50.64,OFFBOARD,True,4
1785091272.4711168,pos_only,pos_only,879.46,1226.75,50.63,OFFBOARD,True,4
1785091272.671538,pos_only,pos_only,879.44,1229.81,50.62,OFFBOARD,True,4
1785091272.8712502,pos_only,pos_only,879.43,1232.88,50.61,OFFBOARD,True,4
1785091273.0711372,pos_only,pos_only,879.42,1235.94,50.6,OFFBOARD,True,4
1785091273.2712398,pos_only,pos_only,879.41,1239.01,50.6,OFFBOARD,True,4
1785091273.4711297,pos_only,pos_only,879.4,1242.08,50.59,OFFBOARD,True,4
1785091273.6711462,pos_only,pos_only,879.39,1245.15,50.59,OFFBOARD,True,4
1785091273.8709042,pos_only,pos_only,879.38,1248.22,50.59,OFFBOARD,True,4
1785091274.0714204,pos_only,pos_only,879.37,1251.29,50.58,OFFBOARD,True,4
1785091274.272939,pos_only,pos_only,879.36,1254.36,50.58,OFFBOARD,True,4
1785091274.47113,pos_only,pos_only,879.35,1257.43,50.58,OFFBOARD,True,4
1785091274.6712294,pos_only,pos_only,879.34,1260.5,50.58,OFFBOARD,True,4
1785091274.8713877,pos_only,pos_only,879.32,1263.57,50.58,OFFBOARD,True,4
1785091275.0712616,pos_only,pos_only,879.31,1266.64,50.57,OFFBOARD,True,4
1785091275.2712781,pos_only,pos_only,879.3,1269.72,50.57,OFFBOARD,True,4
1785091275.4711995,pos_only,pos_only,879.29,1272.78,50.57,OFFBOARD,True,4
1785091275.6715374,pos_only,pos_only,879.28,1275.85,50.57,OFFBOARD,True,4
1785091275.872147,pos_only,pos_only,879.28,1278.91,50.57,OFFBOARD,True,4
1785091276.0714996,pos_only,pos_only,879.27,1281.97,50.57,OFFBOARD,True,4
1785091276.271679,pos_only,pos_only,879.27,1285.04,50.56,OFFBOARD,True,4
1785091276.471805,pos_only,pos_only,879.28,1288.11,50.56,OFFBOARD,True,4
1785091276.6716824,pos_only,pos_only,879.28,1291.18,50.55,OFFBOARD,True,4
1785091276.8716025,pos_only,pos_only,879.28,1294.25,50.55,OFFBOARD,True,4
1785091277.071594,pos_only,pos_only,879.27,1297.32,50.54,OFFBOARD,True,4
1785091277.2716994,pos_only,pos_only,879.26,1300.4,50.54,OFFBOARD,True,4
1785091277.4721136,pos_only,pos_only,879.25,1303.47,50.53,OFFBOARD,True,4
1785091277.6718135,pos_only,pos_only,879.24,1306.55,50.52,OFFBOARD,True,4
1785091277.8713114,pos_only,pos_only,879.23,1309.63,50.52,OFFBOARD,True,4
1785091278.0716598,pos_only,pos_only,879.22,1312.7,50.51,OFFBOARD,True,4
1785091278.2713206,pos_only,pos_only,879.21,1315.78,50.51,OFFBOARD,True,4
1785091278.4713852,pos_only,pos_only,879.2,1318.85,50.51,OFFBOARD,True,4
1785091278.6712937,pos_only,pos_only,879.19,1321.93,50.51,OFFBOARD,True,4
1785091278.8711245,pos_only,pos_only,879.17,1325.01,50.51,OFFBOARD,True,4
1785091279.0721123,pos_only,pos_only,879.16,1328.08,50.51,OFFBOARD,True,4
1785091279.2711728,pos_only,pos_only,879.15,1331.16,50.51,OFFBOARD,True,4
1785091279.4714892,pos_only,pos_only,879.14,1334.24,50.5,OFFBOARD,True,4
1785091279.671061,pos_only,pos_only,879.12,1337.31,50.5,OFFBOARD,True,4
1785091279.8710597,pos_only,pos_only,879.11,1340.39,50.5,OFFBOARD,True,4
1785091280.0711796,pos_only,pos_only,879.09,1343.46,50.5,OFFBOARD,True,4
1785091280.2713115,pos_only,pos_only,879.08,1346.53,50.49,OFFBOARD,True,4
1785091280.471179,pos_only,pos_only,879.07,1349.61,50.5,OFFBOARD,True,4
1785091280.671545,pos_only,pos_only,879.06,1352.68,50.5,OFFBOARD,True,4
1785091280.871016,pos_only,pos_only,879.05,1355.76,50.5,OFFBOARD,True,4
1785091281.07114,pos_only,pos_only,879.04,1358.83,50.5,OFFBOARD,True,4
1785091281.2710028,pos_only,pos_only,879.03,1361.9,50.5,OFFBOARD,True,4
1785091281.4708943,pos_only,pos_only,879.02,1364.98,50.5,OFFBOARD,True,4
1785091281.670936,pos_only,pos_only,879.02,1368.05,50.5,OFFBOARD,True,4
1785091281.8710153,pos_only,pos_only,879.01,1371.12,50.51,OFFBOARD,True,4
1785091282.0711284,pos_only,pos_only,878.99,1374.19,50.51,OFFBOARD,True,4
1785091282.270936,pos_only,pos_only,878.98,1377.27,50.51,OFFBOARD,True,4
1785091282.4709218,pos_only,pos_only,878.97,1380.35,50.52,OFFBOARD,True,4
1785091282.6710525,pos_only,pos_only,878.96,1383.42,50.52,OFFBOARD,True,4
1785091282.8708642,pos_only,pos_only,878.96,1386.5,50.53,OFFBOARD,True,4
1785091283.0709531,pos_only,pos_only,878.95,1389.58,50.53,OFFBOARD,True,4
1785091283.2713065,pos_only,pos_only,878.95,1392.66,50.54,OFFBOARD,True,4
1785091283.4707773,pos_only,pos_only,878.94,1395.73,50.54,OFFBOARD,True,4
1785091283.671069,pos_only,pos_only,878.94,1398.81,50.54,OFFBOARD,True,4
1785091283.870862,pos_only,pos_only,878.93,1401.88,50.55,OFFBOARD,True,4
1785091284.0709414,pos_only,pos_only,878.92,1404.95,50.55,OFFBOARD,True,4
1785091284.2710073,pos_only,pos_only,878.92,1408.02,50.55,OFFBOARD,True,4
1785091284.4708695,pos_only,pos_only,878.91,1411.08,50.56,OFFBOARD,True,4
1785091284.6709375,pos_only,pos_only,878.9,1414.16,50.56,OFFBOARD,True,4
1785091284.870813,pos_only,pos_only,878.9,1417.23,50.56,OFFBOARD,True,4
1785091285.0709755,pos_only,pos_only,878.9,1420.31,50.56,OFFBOARD,True,4
1785091285.270955,pos_only,pos_only,878.89,1423.39,50.56,OFFBOARD,True,4
1785091285.4708323,pos_only,pos_only,878.89,1426.47,50.56,OFFBOARD,True,4
1785091285.6709657,pos_only,pos_only,878.89,1429.55,50.56,OFFBOARD,True,4
1785091285.870718,pos_only,pos_only,878.89,1432.62,50.57,OFFBOARD,True,4
1785091286.0709472,pos_only,pos_only,878.9,1435.69,50.57,OFFBOARD,True,4
1785091286.2710044,pos_only,pos_only,878.9,1438.76,50.58,OFFBOARD,True,4
1785091286.4708097,pos_only,pos_only,878.9,1441.83,50.58,OFFBOARD,True,4
1785091286.670838,pos_only,pos_only,878.9,1444.9,50.59,OFFBOARD,True,4
1785091286.871001,pos_only,pos_only,878.91,1447.97,50.6,OFFBOARD,True,4
1785091287.0709229,pos_only,pos_only,878.9,1451.05,50.6,OFFBOARD,True,4
1785091287.273554,pos_only,pos_only,878.9,1454.12,50.61,OFFBOARD,True,4
1785091287.4709184,pos_only,pos_only,878.89,1457.19,50.61,OFFBOARD,True,4
1785091287.670763,pos_only,pos_only,878.89,1460.26,50.61,OFFBOARD,True,4
1785091287.8711312,pos_only,pos_only,878.88,1463.33,50.61,OFFBOARD,True,4
1785091288.0708451,pos_only,pos_only,878.88,1466.4,50.61,OFFBOARD,True,4
1785091288.2709172,pos_only,pos_only,878.87,1469.47,50.61,OFFBOARD,True,4
1785091288.4708726,pos_only,pos_only,878.87,1472.54,50.61,OFFBOARD,True,4
1785091288.6710098,pos_only,pos_only,878.86,1475.6,50.61,OFFBOARD,True,4
1785091288.8709383,pos_only,pos_only,878.86,1478.67,50.62,OFFBOARD,True,4
1785091289.0708084,pos_only,pos_only,878.86,1481.74,50.62,OFFBOARD,True,4
1785091289.2711732,pos_only,pos_only,878.86,1484.8,50.63,OFFBOARD,True,4
1785091289.4708414,pos_only,pos_only,878.86,1487.86,50.63,OFFBOARD,True,4
1785091289.670901,pos_only,pos_only,878.86,1490.93,50.63,OFFBOARD,True,4
1785091289.870865,pos_only,pos_only,878.87,1493.99,50.63,OFFBOARD,True,4
1785091290.070885,pos_only,pos_only,878.87,1497.05,50.63,OFFBOARD,True,4
1785091290.270943,pos_only,pos_only,878.87,1500.11,50.63,OFFBOARD,True,4
1785091290.4711707,pos_only,pos_only,878.87,1503.18,50.63,OFFBOARD,True,4
1785091290.6709182,pos_only,pos_only,878.87,1506.24,50.62,OFFBOARD,True,4
1785091293.855138,pos_only,pos_only,878.87,1506.73,50.62,OFFBOARD,True,4
1785091293.8709466,pos_only,pos_only,878.87,1507.22,50.62,OFFBOARD,True,4
1785091294.0711954,pos_only,pos_only,878.86,1510.29,50.61,OFFBOARD,True,4
1785091294.2711368,pos_only,pos_only,878.86,1513.36,50.61,OFFBOARD,True,4
1785091294.4711282,pos_only,pos_only,878.86,1516.42,50.61,OFFBOARD,True,4
1785091294.6710691,pos_only,pos_only,878.86,1519.49,50.6,OFFBOARD,True,4
1785091294.870962,pos_only,pos_only,878.86,1522.55,50.6,OFFBOARD,True,4
1785091295.0709174,pos_only,pos_only,878.86,1525.62,50.6,OFFBOARD,True,4
1785091295.270969,pos_only,pos_only,878.86,1528.69,50.6,OFFBOARD,True,4
1785091295.4712808,pos_only,pos_only,878.87,1531.76,50.59,OFFBOARD,True,4
1785091295.6710289,pos_only,pos_only,878.87,1534.84,50.59,OFFBOARD,True,4
1785091295.8712373,pos_only,pos_only,878.87,1537.91,50.59,OFFBOARD,True,4
1785091296.070933,pos_only,pos_only,878.87,1540.98,50.59,OFFBOARD,True,4
1785091296.2709472,pos_only,pos_only,878.87,1544.06,50.59,OFFBOARD,True,4
1785091296.471088,pos_only,pos_only,878.87,1547.13,50.59,OFFBOARD,True,4
1785091296.6711152,pos_only,pos_only,878.87,1550.2,50.59,OFFBOARD,True,4
1785091296.8711169,pos_only,pos_only,878.87,1553.27,50.6,OFFBOARD,True,4
1785091297.0709448,pos_only,pos_only,878.87,1556.34,50.61,OFFBOARD,True,4
1785091297.2711227,pos_only,pos_only,878.88,1559.42,50.61,OFFBOARD,True,4
1785091297.4709344,pos_only,pos_only,878.88,1562.49,50.62,OFFBOARD,True,4
1785091297.6711123,pos_only,pos_only,878.88,1565.56,50.63,OFFBOARD,True,4
1785091297.8710268,pos_only,pos_only,878.88,1568.63,50.64,OFFBOARD,True,4
1785091298.0714827,pos_only,pos_only,878.88,1571.7,50.64,OFFBOARD,True,4
1785091298.2710497,pos_only,pos_only,878.88,1574.77,50.65,OFFBOARD,True,4
1785091298.4710362,pos_only,pos_only,878.88,1577.84,50.65,OFFBOARD,True,4
1785091298.6711206,pos_only,pos_only,878.88,1580.91,50.65,OFFBOARD,True,4
1785091298.8713388,pos_only,pos_only,878.88,1583.98,50.65,OFFBOARD,True,4
1785091299.0711815,pos_only,pos_only,878.88,1587.05,50.65,OFFBOARD,True,4
1785091299.2713506,pos_only,pos_only,878.88,1590.11,50.65,OFFBOARD,True,4
1785091299.471549,pos_only,pos_only,878.88,1593.05,50.65,OFFBOARD,True,4
1785091299.6723325,pos_only,pos_only,878.87,1596.12,50.66,OFFBOARD,True,4
1785091299.8718143,pos_only,pos_only,878.87,1599.19,50.66,OFFBOARD,True,4
1785091300.0718799,pos_only,pos_only,878.86,1602.27,50.67,OFFBOARD,True,4
1785091300.272201,pos_only,pos_only,878.86,1605.35,50.67,OFFBOARD,True,4
1785091300.4728658,pos_only,pos_only,878.86,1608.43,50.67,OFFBOARD,True,4
1785091300.6720386,pos_only,pos_only,878.86,1611.51,50.67,OFFBOARD,True,4
1785091300.8730319,pos_only,pos_only,878.86,1614.58,50.67,OFFBOARD,True,4
1785091301.072263,pos_only,pos_only,878.86,1617.16,50.67,OFFBOARD,True,4
