t,phase,sp_mode,east,north,up,mode,armed,vtol_state
1785091165.2709591,pos_vel,pos_vel,610.35,28.83,51.55,OFFBOARD,True,4
1785091165.470914,pos_vel,pos_vel,613.2,28.82,51.55,OFFBOARD,True,4
1785091165.670957,pos_vel,pos_vel,616.04,28.81,51.54,OFFBOARD,True,4
1785091165.8710647,pos_vel,pos_vel,618.89,28.8,51.54,OFFBOARD,True,4
1785091166.0708108,pos_vel,pos_vel,621.74,28.79,51.53,OFFBOARD,True,4
1785091166.2710774,pos_vel,pos_vel,624.6,28.79,51.52,OFFBOARD,True,4
1785091166.4716775,pos_vel,pos_vel,627.45,28.79,51.51,OFFBOARD,True,4
1785091166.6711602,pos_vel,pos_vel,630.3,28.79,51.49,OFFBOARD,True,4
1785091166.871223,pos_vel,pos_vel,633.16,28.79,51.47,OFFBOARD,True,4
1785091167.0712118,pos_vel,pos_vel,636.02,28.8,51.45,OFFBOARD,True,4
1785091167.271764,pos_vel,pos_vel,638.89,28.8,51.43,OFFBOARD,True,4
1785091167.4711537,pos_vel,pos_vel,641.75,28.81,51.42,OFFBOARD,True,4
1785091167.6715012,pos_vel,pos_vel,644.61,28.82,51.41,OFFBOARD,True,4
1785091167.8710346,pos_vel,pos_vel,647.48,28.83,51.4,OFFBOARD,True,4
1785091168.071004,pos_vel,pos_vel,650.34,28.84,51.38,OFFBOARD,True,4
1785091168.271155,pos_vel,pos_vel,653.21,28.85,51.37,OFFBOARD,True,4
1785091168.4710896,pos_vel,pos_vel,656.08,28.87,51.35,OFFBOARD,True,4
1785091168.6710129,pos_vel,pos_vel,658.94,28.88,51.34,OFFBOARD,True,4
1785091168.8709865,pos_vel,pos_vel,661.82,28.9,51.33,OFFBOARD,True,4
1785091169.071008,pos_vel,pos_vel,664.69,28.92,51.31,OFFBOARD,True,4
1785091169.2714744,pos_vel,pos_vel,667.57,28.93,51.3,OFFBOARD,True,4
1785091169.4711146,pos_vel,pos_vel,669.3,28.94,51.3,OFFBOARD,True,4
1785091169.6711898,pos_vel,pos_vel,672.19,28.96,51.3,OFFBOARD,True,4
1785091169.8718646,pos_vel,pos_vel,675.1,28.97,51.29,OFFBOARD,True,4
1785091170.0712993,pos_vel,pos_vel,678.02,28.99,51.28,OFFBOARD,True,4
1785091170.2723565,pos_vel,pos_vel,680.94,29.0,51.27,OFFBOARD,True,4
1785091170.4723606,pos_vel,pos_vel,683.87,29.01,51.27,OFFBOARD,True,4
1785091170.672386,pos_vel,pos_vel,686.79,29.02,51.27,OFFBOARD,True,4
1785091170.8722475,pos_vel,pos_vel,689.13,29.03,51.27,OFFBOARD,True,4
1785091171.0724382,pos_vel,pos_vel,692.63,29.05,51.27,OFFBOARD,True,4
1785091171.272018,pos_vel,pos_vel,695.55,29.06,51.28,OFFBOARD,True,4
1785091171.4724903,pos_vel,pos_vel,698.45,29.08,51.28,OFFBOARD,True,4
1785091171.6716619,pos_vel,pos_vel,700.77,29.09,51.28,OFFBOARD,True,4
1785091171.8723855,pos_vel,pos_vel,704.25,29.1,51.28,OFFBOARD,True,4
1785091172.0724058,pos_vel,pos_vel,707.14,29.12,51.28,OFFBOARD,True,4
1785091172.2722855,pos_vel,pos_vel,710.03,29.12,51.28,OFFBOARD,True,4
1785091172.471471,pos_vel,pos_vel,712.92,29.12,51.27,OFFBOARD,True,4
1785091172.671522,pos_vel,pos_vel,715.82,29.12,51.27,OFFBOARD,True,4
1785091172.8722553,pos_vel,pos_vel,718.71,29.12,51.26,OFFBOARD,True,4
1785091173.0715098,pos_vel,pos_vel,721.61,29.12,51.25,OFFBOARD,True,4
1785091173.2716258,pos_vel,pos_vel,724.52,29.11,51.23,OFFBOARD,True,4
1785091173.4719667,pos_vel,pos_vel,727.43,29.1,51.22,OFFBOARD,True,4
1785091173.6719115,pos_vel,pos_vel,730.33,29.08,51.21,OFFBOARD,True,4
1785091173.875508,pos_vel,pos_vel,733.23,29.07,51.2,OFFBOARD,True,4
1785091174.0729845,pos_vel,pos_vel,736.13,29.05,51.18,OFFBOARD,True,4
1785091174.2723515,pos_vel,pos_vel,739.03,29.04,51.17,OFFBOARD,True,4
1785091174.4715717,pos_vel,pos_vel,741.35,29.03,51.16,OFFBOARD,True,4
1785091174.671569,pos_vel,pos_vel,744.24,29.02,51.15,OFFBOARD,True,4
1785091174.8714375,pos_vel,pos_vel,747.14,29.0,51.14,OFFBOARD,True,4
1785091175.071976,pos_vel,pos_vel,750.03,28.99,51.13,OFFBOARD,True,4
1785091175.2712965,pos_vel,pos_vel,752.81,28.98,51.12,OFFBOARD,True,4
1785091175.472405,pos_vel,pos_vel,755.14,28.98,51.11,OFFBOARD,True,4
1785091175.6720464,pos_vel,pos_vel,758.44,28.98,51.11,OFFBOARD,True,4
1785091175.871589,pos_vel,pos_vel,761.25,28.98,51.12,OFFBOARD,True,4
1785091176.0711992,pos_vel,pos_vel,764.13,28.99,51.13,OFFBOARD,True,4
1785091176.2713645,pos_vel,pos_vel,767.03,28.99,51.15,OFFBOARD,True,4
1785091176.4712822,pos_vel,pos_vel,769.95,28.99,51.16,OFFBOARD,True,4
1785091176.6713903,pos_vel,pos_vel,772.88,28.99,51.17,OFFBOARD,True,4
1785091176.8715222,pos_vel,pos_vel,775.81,28.99,51.17,OFFBOARD,True,4
1785091177.0716321,pos_vel,pos_vel,778.74,29.0,51.16,OFFBOARD,True,4
1785091177.27155,pos_vel,pos_vel,781.67,29.01,51.16,OFFBOARD,True,4
1785091177.4715133,pos_vel,pos_vel,784.6,29.02,51.15,OFFBOARD,True,4
1785091177.6711528,pos_vel,pos_vel,787.53,29.03,51.13,OFFBOARD,True,4
1785091177.871496,pos_vel,pos_vel,790.46,29.04,51.12,OFFBOARD,True,4
1785091178.0713532,pos_vel,pos_vel,793.39,29.05,51.1,OFFBOARD,True,4
1785091178.271329,pos_vel,pos_vel,796.33,29.07,51.08,OFFBOARD,True,4
1785091178.4714153,pos_vel,pos_vel,799.26,29.08,51.07,OFFBOARD,True,4
1785091178.6713161,pos_vel,pos_vel,802.19,29.09,51.05,OFFBOARD,True,4
1785091178.8711438,pos_vel,pos_vel,805.13,29.09,51.04,OFFBOARD,True,4
1785091179.071171,pos_vel,pos_vel,808.06,29.1,51.03,OFFBOARD,True,4
1785091179.271119,pos_vel,pos_vel,811.0,29.1,51.02,OFFBOARD,True,4
1785091179.4714959,pos_vel,pos_vel,813.93,29.09,51.02,OFFBOARD,True,4
1785091179.671233,pos_vel,pos_vel,816.87,29.09,51.01,OFFBOARD,True,4
1785091179.8710353,pos_vel,pos_vel,819.81,29.1,51.0,OFFBOARD,True,4
1785091180.0711997,pos_vel,pos_vel,822.75,29.1,50.98,OFFBOARD,True,4
1785091180.271528,pos_vel,pos_vel,825.68,29.11,50.98,OFFBOARD,True,4
1785091180.4709537,pos_vel,pos_vel,828.62,29.11,50.97,OFFBOARD,True,4
1785091180.6712778,pos_vel,pos_vel,831.56,29.12,50.96,OFFBOARD,True,4
1785091180.8711333,pos_vel,pos_vel,834.5,29.14,50.96,OFFBOARD,True,4
1785091181.0708268,pos_vel,pos_vel,837.44,29.15,50.96,OFFBOARD,True,4
1785091181.270978,vel_only,vel_only,840.38,29.17,50.95,OFFBOARD,True,4
1785091181.4709647,vel_only,vel_only,843.33,29.18,50.95,OFFBOARD,True,4
1785091181.6711023,vel_only,vel_only,846.3,29.2,50.95,OFFBOARD,True,4
1785091181.8709335,vel_only,vel_only,849.29,29.26,51.0,OFFBOARD,True,4
1785091182.0710554,vel_only,vel_only,852.28,29.45,51.09,OFFBOARD,True,4
1785091182.2710183,vel_only,vel_only,855.25,29.86,51.16,OFFBOARD,True,4
1785091182.4709578,vel_only,vel_only,858.17,30.56,51.13,OFFBOARD,True,4
1785091182.6712148,vel_only,vel_only,861.02,31.61,50.94,OFFBOARD,True,4
1785091182.870841,vel_only,vel_only,863.77,33.02,50.58,OFFBOARD,True,4
1785091183.0708783,vel_only,vel_only,866.36,34.82,50.05,OFFBOARD,True,4
1785091183.271433,vel_only,vel_only,868.75,36.98,49.39,OFFBOARD,True,4
1785091183.4710698,vel_only,vel_only,870.92,39.45,48.66,OFFBOARD,True,4
1785091183.6709945,vel_only,vel_only,872.86,42.17,47.9,OFFBOARD,True,4
1785091183.8708878,vel_only,vel_only,874.59,45.11,47.16,OFFBOARD,True,4
1785091184.0708537,vel_only,vel_only,876.09,48.24,46.48,OFFBOARD,True,4
1785091184.2708306,vel_only,vel_only,877.35,51.52,45.89,OFFBOARD,True,4
1785091184.470827,vel_only,vel_only,878.34,54.9,45.41,OFFBOARD,True,4
1785091184.6715624,vel_only,vel_only,879.08,58.36,45.07,OFFBOARD,True,4
1785091187.79912,vel_only,vel_only,879.18,58.91,45.02,OFFBOARD,True,4
1785091187.871305,vel_only,vel_only,879.45,60.72,44.91,OFFBOARD,True,4
1785091188.0710213,vel_only,vel_only,879.81,64.19,44.81,OFFBOARD,True,4
1785091188.2711768,vel_only,vel_only,880.02,67.6,44.85,OFFBOARD,True,4
1785091188.4712152,vel_only,vel_only,880.11,70.95,45.01,OFFBOARD,True,4
1785091188.671336,vel_only,vel_only,880.16,74.21,45.26,OFFBOARD,True,4
1785091188.8710048,vel_only,vel_only,880.19,77.38,45.58,OFFBOARD,True,4
1785091189.0714204,vel_only,vel_only,880.23,80.5,45.92,OFFBOARD,True,4
1785091189.2711577,vel_only,vel_only,880.29,83.57,46.27,OFFBOARD,True,4
1785091189.4710567,vel_only,vel_only,880.37,86.64,46.63,OFFBOARD,True,4
1785091189.6710868,vel_only,vel_only,880.44,89.69,47.02,OFFBOARD,True,4
1785091189.8711095,vel_only,vel_only,880.51,92.71,47.42,OFFBOARD,True,4
1785091190.0709279,vel_only,vel_only,880.54,95.71,47.81,OFFBOARD,True,4
1785091190.2711198,vel_only,vel_only,880.55,98.7,48.17,OFFBOARD,True,4
1785091190.4710526,vel_only,vel_only,880.51,101.67,48.5,OFFBOARD,True,4
1785091190.6711175,vel_only,vel_only,880.43,104.64,48.79,OFFBOARD,True,4
1785091190.8712642,vel_only,vel_only,880.31,107.62,49.02,OFFBOARD,True,4
1785091191.0711167,vel_only,vel_only,880.17,110.61,49.21,OFFBOARD,True,4
1785091191.2710738,vel_only,vel_only,880.02,113.61,49.35,OFFBOARD,True,4
1785091191.4712422,vel_only,vel_only,879.86,116.62,49.44,OFFBOARD,True,4
1785091191.6712344,vel_only,vel_only,879.71,119.65,49.5,OFFBOARD,True,4
1785091191.8710077,vel_only,vel_only,879.55,122.7,49.51,OFFBOARD,True,4
1785091192.070847,vel_only,vel_only,879.4,125.77,49.5,OFFBOARD,True,4
1785091192.2710085,vel_only,vel_only,879.25,128.84,49.48,OFFBOARD,True,4
1785091192.4712749,vel_only,vel_only,879.11,131.94,49.45,OFFBOARD,True,4
1785091192.6710901,vel_only,vel_only,878.97,135.04,49.44,OFFBOARD,True,4
1785091192.8714397,vel_only,vel_only,878.82,138.15,49.46,OFFBOARD,True,4
1785091193.0710983,vel_only,vel_only,878.69,141.26,49.52,OFFBOARD,True,4
1785091193.2712774,vel_only,vel_only,878.56,144.35,49.63,OFFBOARD,True,4
1785091193.4710686,vel_only,vel_only,878.44,147.44,49.78,OFFBOARD,True,4
1785091193.6711485,vel_only,vel_only,878.34,150.5,49.98,OFFBOARD,True,4
1785091193.871135,vel_only,vel_only,878.26,153.55,50.21,OFFBOARD,True,4
1785091194.0711315,vel_only,vel_only,878.19,156.44,50.47,OFFBOARD,True,4
1785091194.2712858,vel_only,vel_only,878.13,159.55,50.76,OFFBOARD,True,4
1785091194.471273,vel_only,vel_only,878.07,162.52,51.05,OFFBOARD,True,4
1785091194.6711118,vel_only,vel_only,878.02,165.47,51.33,OFFBOARD,True,4
1785091194.8721995,vel_only,vel_only,877.97,168.41,51.61,OFFBOARD,True,4
1785091195.0711896,vel_only,vel_only,877.93,170.87,51.83,OFFBOARD,True,4
1785091195.2709894,vel_only,vel_only,877.89,173.79,52.07,OFFBOARD,True,4
1785091195.4711337,vel_only,vel_only,877.85,176.59,52.28,OFFBOARD,True,4
1785091195.6711504,vel_only,vel_only,877.81,179.62,52.48,OFFBOARD,True,4
1785091195.8711345,vel_only,vel_only,877.79,182.53,52.64,OFFBOARD,True,4
1785091196.0711904,vel_only,vel_only,877.77,185.45,52.78,OFFBOARD,True,4
1785091196.2713685,vel_only,vel_only,877.77,188.37,52.89,OFFBOARD,True,4
1785091196.471092,vel_only,vel_only,877.77,191.3,52.99,OFFBOARD,True,4
1785091196.6709397,vel_only,vel_only,877.78,194.23,53.07,OFFBOARD,True,4
1785091196.8712854,vel_only,vel_only,877.79,197.17,53.14,OFFBOARD,True,4
1785091197.0712876,vel_only,vel_only,877.8,200.12,53.21,OFFBOARD,True,4
1785091197.2710104,vel_only,vel_only,877.82,203.07,53.27,OFFBOARD,True,4
1785091197.4709868,vel_only,vel_only,877.84,206.03,53.35,OFFBOARD,True,4
1785091197.6708956,vel_only,vel_only,877.87,208.98,53.44,OFFBOARD,True,4
1785091197.871081,vel_only,vel_only,877.9,211.94,53.53,OFFBOARD,True,4
1785091198.071011,vel_only,vel_only,877.92,214.89,53.64,OFFBOARD,True,4
1785091198.2709928,vel_only,vel_only,877.95,217.84,53.77,OFFBOARD,True,4
1785091198.4709587,vel_only,vel_only,877.97,220.77,53.9,OFFBOARD,True,4
1785091198.670963,vel_only,vel_only,877.99,223.71,54.05,OFFBOARD,True,4
1785091198.8711226,vel_only,vel_only,878.0,226.64,54.21,OFFBOARD,True,4
1785091199.0712209,vel_only,vel_only,878.02,229.56,54.37,OFFBOARD,True,4
1785091199.2710526,vel_only,vel_only,878.04,232.48,54.53,OFFBOARD,True,4
1785091199.4710276,vel_only,vel_only,878.06,235.4,54.69,OFFBOARD,True,4
1785091199.6710954,vel_only,vel_only,878.08,238.32,54.84,OFFBOARD,True,4
1785091199.8712044,vel_only,vel_only,878.09,241.24,54.99,OFFBOARD,True,4
1785091200.0711012,vel_only,vel_only,878.1,244.16,55.12,OFFBOARD,True,4
1785091200.271148,vel_only,vel_only,878.1,247.08,55.24,OFFBOARD,True,4
1785091200.4713078,vel_only,vel_only,878.1,250.0,55.34,OFFBOARD,True,4
1785091200.672329,vel_only,vel_only,878.1,252.93,55.44,OFFBOARD,True,4
1785091200.8721516,vel_only,vel_only,878.1,255.87,55.52,OFFBOARD,True,4
1785091201.0751212,vel_only,vel_only,878.09,258.7,55.59,OFFBOARD,True,4
1785091201.2714584,vel_only,vel_only,878.09,261.42,55.65,OFFBOARD,True,4
1785091201.4714475,vel_only,vel_only,878.08,264.38,55.71,OFFBOARD,True,4
1785091201.6714532,vel_only,vel_only,878.07,267.36,55.77,OFFBOARD,True,4
1785091201.8720338,vel_only,vel_only,878.06,270.34,55.83,OFFBOARD,True,4
1785091202.0720618,vel_only,vel_only,878.06,273.33,55.89,OFFBOARD,True,4
1785091202.272128,vel_only,vel_only,878.05,276.32,55.97,OFFBOARD,True,4
1785091202.4719913,vel_only,vel_only,878.04,279.31,56.05,OFFBOARD,True,4
1785091202.671665,vel_only,vel_only,878.04,282.31,56.14,OFFBOARD,True,4
1785091202.8718941,vel_only,vel_only,878.05,284.83,56.22,OFFBOARD,True,4
1785091203.0723362,vel_only,vel_only,878.05,287.82,56.33,OFFBOARD,True,4
1785091203.2722056,vel_only,vel_only,878.06,290.82,56.45,OFFBOARD,True,4
1785091203.4722786,vel_only,vel_only,878.08,293.8,56.58,OFFBOARD,True,4
1785091203.6722262,vel_only,vel_only,878.09,296.78,56.71,OFFBOARD,True,4
1785091203.8719273,vel_only,vel_only,878.11,299.76,56.85,OFFBOARD,True,4
1785091204.0719247,vel_only,vel_only,878.12,302.73,56.99,OFFBOARD,True,4
1785091204.271888,vel_only,vel_only,878.14,305.69,57.13,OFFBOARD,True,4
1785091204.4728825,vel_only,vel_only,878.16,308.65,57.26,OFFBOARD,True,4
1785091204.6720972,vel_only,vel_only,878.17,311.03,57.37,OFFBOARD,True,4
1785091204.8721457,vel_only,vel_only,878.18,313.99,57.5,OFFBOARD,True,4
1785091205.0722082,vel_only,vel_only,878.2,316.95,57.62,OFFBOARD,True,4
1785091205.2716298,vel_only,vel_only,878.21,319.91,57.74,OFFBOARD,True,4
1785091205.4717414,vel_only,vel_only,878.23,322.87,57.85,OFFBOARD,True,4
1785091205.672048,vel_only,vel_only,878.26,325.83,57.95,OFFBOARD,True,4
1785091205.8724782,vel_only,vel_only,878.28,328.8,58.05,OFFBOARD,True,4
1785091206.0724206,vel_only,vel_only,878.3,331.29,58.13,OFFBOARD,True,4
1785091206.272519,vel_only,vel_only,878.32,334.26,58.22,OFFBOARD,True,4
1785091206.4722645,vel_only,vel_only,878.35,337.22,58.31,OFFBOARD,True,4
1785091206.6720717,vel_only,vel_only,878.37,340.19,58.4,OFFBOARD,True,4
1785091206.8726835,vel_only,vel_only,878.4,343.05,58.49,OFFBOARD,True,4
1785091207.0720806,vel_only,vel_only,878.42,346.02,58.58,OFFBOARD,True,4
1785091207.272925,vel_only,vel_only,878.45,349.0,58.67,OFFBOARD,True,4
1785091207.4721696,vel_only,vel_only,878.48,352.39,58.77,OFFBOARD,True,4
1785091207.674873,vel_only,vel_only,878.5,354.85,58.87,OFFBOARD,True,4
1785091207.8749936,vel_only,vel_only,878.52,357.2,58.95,OFFBOARD,True,4
1785091208.072765,vel_only,vel_only,878.54,359.56,59.05,OFFBOARD,True,4
1785091208.2722566,vel_only,vel_only,878.56,362.53,59.17,OFFBOARD,True,4
1785091208.4724393,vel_only,vel_only,878.59,365.51,59.3,OFFBOARD,True,4
1785091208.672117,vel_only,vel_only,878.61,368.49,59.43,OFFBOARD,True,4
1785091208.8718712,vel_only,vel_only,878.63,371.48,59.55,OFFBOARD,True,4
1785091209.0719182,vel_only,vel_only,878.65,374.46,59.67,OFFBOARD,True,4
1785091209.27234,vel_only,vel_only,878.67,376.97,59.78,OFFBOARD,True,4
1785091209.474237,vel_only,vel_only,878.68,378.99,59.86,OFFBOARD,True,4
1785091209.672889,vel_only,vel_only,878.69,381.26,59.95,OFFBOARD,True,4
1785091209.8717082,vel_only,vel_only,878.7,384.24,60.07,OFFBOARD,True,4
1785091210.0721486,vel_only,vel_only,878.7,386.81,60.16,OFFBOARD,True,4
1785091210.2722049,vel_only,vel_only,878.71,389.69,60.26,OFFBOARD,True,4
1785091210.472337,vel_only,vel_only,878.71,392.81,60.36,OFFBOARD,True,4
1785091210.6724315,vel_only,vel_only,878.71,395.69,60.45,OFFBOARD,True,4
1785091210.872017,vel_only,vel_only,878.71,398.81,60.54,OFFBOARD,True,4
1785091211.0724978,vel_only,vel_only,878.71,401.7,60.62,OFFBOARD,True,4
1785091211.2722414,vel_only,vel_only,878.7,404.71,60.71,OFFBOARD,True,4
1785091211.471763,vel_only,vel_only,878.7,407.72,60.79,OFFBOARD,True,4
1785091211.6722615,vel_only,vel_only,878.7,410.72,60.88,OFFBOARD,True,4
1785091211.8720527,vel_only,vel_only,878.7,413.73,60.96,OFFBOARD,True,4
1785091212.0719182,vel_only,vel_only,878.7,416.73,61.04,OFFBOARD,True,4
1785091212.271832,vel_only,vel_only,878.7,419.74,61.13,OFFBOARD,True,4
1785091212.4717865,vel_only,vel_only,878.7,422.74,61.23,OFFBOARD,True,4
1785091212.6716695,vel_only,vel_only,878.7,425.75,61.32,OFFBOARD,True,4
1785091212.871846,vel_only,vel_only,878.7,428.75,61.42,OFFBOARD,True,4
1785091213.0719671,vel_only,vel_only,878.7,431.28,61.5,OFFBOARD,True,4
1785091213.272611,vel_only,vel_only,878.7,434.29,61.6,OFFBOARD,True,4
1785091213.4721115,vel_only,vel_only,878.7,437.3,61.71,OFFBOARD,True,4
1785091213.6718912,vel_only,vel_only,878.71,440.31,61.82,OFFBOARD,True,4
1785091213.8719869,vel_only,vel_only,878.71,443.31,61.93,OFFBOARD,True,4
1785091214.0720499,vel_only,vel_only,878.71,445.84,62.02,OFFBOARD,True,4
1785091214.2730448,vel_only,vel_only,878.71,449.32,62.15,OFFBOARD,True,4
1785091214.4729888,vel_only,vel_only,878.72,452.32,62.26,OFFBOARD,True,4
1785091214.672413,vel_only,vel_only,878.72,454.73,62.35,OFFBOARD,True,4
1785091214.8724186,vel_only,vel_only,878.73,457.72,62.46,OFFBOARD,True,4
1785091215.0720856,vel_only,vel_only,878.74,460.72,62.56,OFFBOARD,True,4
1785091215.2716181,vel_only,vel_only,878.75,463.71,62.67,OFFBOARD,True,4
1785091215.4719665,vel_only,vel_only,878.76,466.71,62.77,OFFBOARD,True,4
1785091215.672958,vel_only,vel_only,878.76,469.1,62.85,OFFBOARD,True,4
1785091215.873275,vel_only,vel_only,878.77,471.97,62.95,OFFBOARD,True,4
1785091216.0719929,vel_only,vel_only,878.78,474.84,63.04,OFFBOARD,True,4
1785091216.2716458,vel_only,vel_only,878.79,477.36,63.13,OFFBOARD,True,4
1785091216.4721055,vel_only,vel_only,878.81,480.36,63.22,OFFBOARD,True,4
1785091216.6718755,vel_only,vel_only,878.83,483.61,63.32,OFFBOARD,True,4
1785091216.8724234,vel_only,vel_only,878.85,486.59,63.43,OFFBOARD,True,4
1785091217.072368,vel_only,vel_only,878.87,489.58,63.53,OFFBOARD,True,4
1785091217.2715497,vel_only,vel_only,878.89,492.59,63.63,OFFBOARD,True,4
1785091217.4718843,vel_only,vel_only,878.91,495.6,63.73,OFFBOARD,True,4
1785091217.6717446,vel_only,vel_only,878.93,498.61,63.84,OFFBOARD,True,4
1785091217.873114,vel_only,vel_only,878.95,501.14,63.92,OFFBOARD,True,4
1785091218.072336,vel_only,vel_only,878.97,504.15,64.03,OFFBOARD,True,4
1785091218.272151,vel_only,vel_only,879.0,507.16,64.13,OFFBOARD,True,4
1785091218.4718559,vel_only,vel_only,879.02,510.17,64.24,OFFBOARD,True,4
1785091218.6721826,vel_only,vel_only,879.04,513.18,64.34,OFFBOARD,True,4
1785091218.8723361,vel_only,vel_only,879.06,516.19,64.44,OFFBOARD,True,4
1785091219.0716178,vel_only,vel_only,879.08,519.2,64.54,OFFBOARD,True,4
1785091219.2718694,vel_only,vel_only,879.1,522.21,64.64,OFFBOARD,True,4
1785091219.47151,vel_only,vel_only,879.12,525.22,64.74,OFFBOARD,True,4
1785091219.6719506,vel_only,vel_only,879.13,528.23,64.84,OFFBOARD,True,4
1785091219.8718753,vel_only,vel_only,879.15,531.23,64.94,OFFBOARD,True,4
1785091223.1531103,vel_only,vel_only,879.16,533.64,65.02,OFFBOARD,True,4
1785091223.2717445,vel_only,vel_only,879.17,535.68,65.08,OFFBOARD,True,4
1785091223.471826,vel_only,vel_only,879.19,538.69,65.18,OFFBOARD,True,4
1785091223.67128,vel_only,vel_only,879.2,541.7,65.27,OFFBOARD,True,4
1785091223.8713293,vel_only,vel_only,879.22,544.7,65.36,OFFBOARD,True,4
1785091224.0713007,vel_only,vel_only,879.24,547.71,65.45,OFFBOARD,True,4
1785091224.27119,vel_only,vel_only,879.26,550.72,65.54,OFFBOARD,True,4
1785091224.4711258,vel_only,vel_only,879.28,553.73,65.63,OFFBOARD,True,4
1785091224.6711833,vel_only,vel_only,879.3,556.74,65.72,OFFBOARD,True,4
1785091224.8709898,vel_only,vel_only,879.32,559.75,65.82,OFFBOARD,True,4
1785091225.071054,vel_only,vel_only,879.34,562.76,65.91,OFFBOARD,True,4
1785091225.2710989,vel_only,vel_only,879.35,565.77,66.0,OFFBOARD,True,4
1785091225.4710345,vel_only,vel_only,879.37,568.78,66.09,OFFBOARD,True,4
1785091225.6709356,vel_only,vel_only,879.39,571.79,66.18,OFFBOARD,True,4
1785091225.870914,vel_only,vel_only,879.4,574.81,66.27,OFFBOARD,True,4
1785091226.070985,vel_only,vel_only,879.42,577.82,66.36,OFFBOARD,True,4
1785091226.271281,vel_only,vel_only,879.44,580.85,66.45,OFFBOARD,True,4
1785091226.4711306,vel_only,vel_only,879.47,583.86,66.54,OFFBOARD,True,4
1785091226.6709988,vel_only,vel_only,879.49,586.88,66.63,OFFBOARD,True,4
1785091226.8709996,vel_only,vel_only,879.51,589.89,66.72,OFFBOARD,True,4
1785091227.0709293,vel_only,vel_only,879.54,592.9,66.82,OFFBOARD,True,4
1785091227.270974,vel_only,vel_only,879.56,595.91,66.91,OFFBOARD,True,4
1785091227.4708622,vel_only,vel_only,879.59,598.92,67.01,OFFBOARD,True,4
1785091227.670966,vel_only,vel_only,879.63,601.93,67.11,OFFBOARD,True,4
1785091227.8709824,vel_only,vel_only,879.66,604.94,67.21,OFFBOARD,True,4
1785091228.0709772,vel_only,vel_only,879.69,607.95,67.31,OFFBOARD,True,4
1785091228.2708797,vel_only,vel_only,879.72,610.96,67.4,OFFBOARD,True,4
1785091228.4709659,vel_only,vel_only,879.74,613.97,67.5,OFFBOARD,True,4
1785091228.6709542,vel_only,vel_only,879.77,616.98,67.6,OFFBOARD,True,4
1785091228.8708642,vel_only,vel_only,879.79,619.99,67.69,OFFBOARD,True,4
1785091229.0708706,vel_only,vel_only,879.81,623.0,67.79,OFFBOARD,True,4
1785091229.2709315,vel_only,vel_only,879.83,626.01,67.88,OFFBOARD,True,4
1785091229.4708388,vel_only,vel_only,879.85,629.02,67.98,OFFBOARD,True,4
1785091229.6709516,vel_only,vel_only,879.87,632.03,68.07,OFFBOARD,True,4
1785091229.870782,vel_only,vel_only,879.89,635.04,68.17,OFFBOARD,True,4
1785091230.071013,vel_only,vel_only,879.91,638.05,68.26,OFFBOARD,True,4
1785091230.2709997,vel_only,vel_only,879.93,641.07,68.35,OFFBOARD,True,4
1785091230.4709985,vel_only,vel_only,879.96,644.08,68.45,OFFBOARD,True,4
1785091230.6709921,vel_only,vel_only,880.0,647.09,68.54,OFFBOARD,True,4
1785091230.870935,vel_only,vel_only,880.02,650.1,68.63,OFFBOARD,True,4
1785091231.0709846,vel_only,vel_only,880.05,653.11,68.73,OFFBOARD,True,4
1785091231.2710052,vel_only,vel_only,880.08,656.12,68.83,OFFBOARD,True,4
1785091231.4710336,vel_only,vel_only,880.11,659.14,68.92,OFFBOARD,True,4
1785091231.6711068,vel_only,vel_only,880.13,662.15,69.02,OFFBOARD,True,4
1785091231.8709648,vel_only,vel_only,880.15,665.16,69.12,OFFBOARD,True,4
1785091232.0712342,vel_only,vel_only,880.17,668.18,69.22,OFFBOARD,True,4
1785091232.2710404,vel_only,vel_only,880.19,671.19,69.31,OFFBOARD,True,4
1785091232.4712696,vel_only,vel_only,880.21,674.2,69.4,OFFBOARD,True,4
1785091232.6709232,vel_only,vel_only,880.23,677.21,69.5,OFFBOARD,True,4
1785091232.8709502,vel_only,vel_only,880.24,680.22,69.59,OFFBOARD,True,4
1785091233.0727878,vel_only,vel_only,880.26,683.23,69.68,OFFBOARD,True,4
1785091233.2714896,vel_only,vel_only,880.28,686.25,69.77,OFFBOARD,True,4
1785091233.4711611,vel_only,vel_only,880.29,689.27,69.86,OFFBOARD,True,4
1785091233.6710393,vel_only,vel_only,880.31,692.28,69.96,OFFBOARD,True,4
1785091233.8708742,vel_only,vel_only,880.32,695.3,70.05,OFFBOARD,True,4
1785091234.0714693,vel_only,vel_only,880.33,698.31,70.15,OFFBOARD,True,4
1785091234.271363,vel_only,vel_only,880.35,701.33,70.25,OFFBOARD,True,4
1785091234.4714155,vel_only,vel_only,880.36,704.35,70.34,OFFBOARD,True,4
1785091234.6710415,vel_only,vel_only,880.38,707.37,70.44,OFFBOARD,True,4
1785091234.8711047,vel_only,vel_only,880.39,710.4,70.53,OFFBOARD,True,4
1785091235.0714865,vel_only,vel_only,880.4,713.42,70.62,OFFBOARD,True,4
1785091235.2711596,vel_only,vel_only,880.42,716.44,70.71,OFFBOARD,True,4
1785091235.4711092,vel_only,vel_only,880.44,719.47,70.8,OFFBOARD,True,4
