t,n,e
224.512,-0.019,0.010
224.720,-0.018,0.006
224.928,-0.013,0.006
225.136,-0.009,0.011
225.336,-0.007,0.016
225.544,-0.007,0.020
225.752,-0.010,0.018
225.960,-0.014,0.010
226.168,-0.014,0.002
226.376,-0.012,-0.003
226.584,-0.006,-0.003
226.792,-0.001,-0.001
227.000,0.000,-0.002
227.208,-0.005,-0.007
227.416,-0.015,-0.012
227.616,-0.025,-0.013
227.824,-0.034,-0.006
228.032,-0.039,0.006
228.240,-0.036,0.016
228.448,-0.025,0.019
228.656,-0.014,0.016
228.864,-0.008,0.012
229.072,-0.009,0.010
229.280,-0.016,0.011
229.488,-0.027,0.010
229.696,-0.038,0.008
229.904,-0.041,0.001
230.104,-0.038,-0.008
230.312,-0.030,-0.011
230.520,-0.022,-0.005
230.724,-0.021,0.005
230.924,-0.026,0.015
231.132,-0.034,0.018
231.340,-0.041,0.015
231.548,-0.046,0.008
231.756,-0.048,0.002
231.964,-0.047,-0.002
232.172,-0.045,-0.004
232.372,-0.042,-0.005
232.580,-0.040,-0.006
232.788,-0.040,-0.007
232.996,-0.040,-0.009
233.204,-0.041,-0.009
233.412,-0.046,-0.009
233.620,-0.051,-0.008
233.828,-0.055,-0.008
234.036,-0.054,-0.009
234.244,-0.048,-0.010
234.452,-0.042,-0.006
234.660,-0.040,0.000
234.860,-0.042,0.006
235.068,-0.044,0.008
235.276,-0.044,0.007
235.484,-0.040,0.005
235.692,-0.035,0.002
235.900,-0.029,-0.001
236.108,-0.021,-0.002
236.316,-0.014,-0.004
236.524,-0.009,-0.007
236.732,-0.009,-0.008
236.940,-0.012,-0.009
237.148,-0.017,-0.010
237.348,-0.026,-0.011
237.556,-0.038,-0.011
237.764,-0.047,-0.013
237.972,-0.053,-0.014
238.180,-0.056,-0.016
238.388,-0.055,-0.017
238.596,-0.050,-0.019
238.804,-0.044,-0.019
239.012,-0.040,-0.018
239.220,-0.037,-0.016
239.428,-0.034,-0.013
239.636,-0.032,-0.007
239.836,-0.028,-0.002
240.044,-0.024,0.001
240.252,-0.023,0.000
240.460,-0.027,-0.003
240.668,-0.035,-0.010
240.876,-0.048,-0.018
241.084,-0.060,-0.023
241.292,-0.068,-0.024
241.500,-0.074,-0.022
241.708,-0.082,-0.018
241.916,-0.089,-0.014
242.116,-0.091,-0.012
242.324,-0.087,-0.013
242.532,-0.083,-0.019
242.740,-0.084,-0.026
242.948,-0.092,-0.027
243.156,-0.106,-0.021
243.364,-0.117,-0.014
243.572,-0.124,-0.008
243.780,-0.123,-0.004
243.988,-0.116,0.000
244.196,-0.104,0.003
244.404,-0.087,0.001
244.604,-0.069,-0.004
244.812,-0.052,-0.014
245.020,-0.038,-0.024
245.228,-0.029,-0.031
245.436,-0.024,-0.039
245.644,-0.018,-0.048
245.852,-0.007,-0.056
246.060,0.008,-0.066
246.268,0.022,-0.078
246.476,0.033,-0.091
246.684,0.039,-0.103
246.892,0.041,-0.114
247.092,0.039,-0.123
247.300,0.035,-0.132
247.508,0.028,-0.143
247.716,0.023,-0.157
247.924,0.020,-0.169
248.132,0.023,-0.179
248.340,0.030,-0.186
248.548,0.043,-0.193
248.756,0.055,-0.201
248.964,0.066,-0.207
249.172,0.073,-0.211
249.372,0.074,-0.214
249.580,0.073,-0.215
249.788,0.074,-0.215
249.996,0.076,-0.214
250.204,0.081,-0.214
250.412,0.088,-0.218
250.620,0.094,-0.226
250.828,0.101,-0.233
251.036,0.109,-0.236
251.244,0.118,-0.238
251.452,0.126,-0.241
251.660,0.132,-0.242
251.860,0.140,-0.241
252.068,0.149,-0.241
252.276,0.156,-0.243
252.484,0.161,-0.250
252.692,0.163,-0.260
252.900,0.164,-0.270
253.108,0.164,-0.276
253.312,0.161,-0.278
253.516,0.158,-0.280
253.716,0.154,-0.282
253.924,0.148,-0.280
254.132,0.141,-0.278
254.340,0.136,-0.277
254.548,0.133,-0.277
254.756,0.133,-0.277
254.964,0.136,-0.277
255.168,0.142,-0.276
255.376,0.153,-0.271
255.584,0.178,-0.262
255.792,0.238,-0.250
256.000,0.367,-0.236
256.208,0.602,-0.219
256.416,0.992,-0.200
256.624,1.596,-0.181
256.832,2.475,-0.163
257.040,3.698,-0.152
257.248,5.341,-0.146
257.456,7.483,-0.141
257.664,10.224,-0.132
257.872,13.607,-0.115
258.080,17.431,-0.070
258.288,21.440,0.080
258.496,25.420,0.332
258.696,29.101,0.580
258.904,32.756,0.769
259.112,36.278,0.867
259.320,39.702,0.879
259.528,43.050,0.825
259.736,46.333,0.730
259.944,49.562,0.620
260.152,52.751,0.515
260.360,55.913,0.431
260.568,59.060,0.382
260.776,62.203,0.372
260.984,65.351,0.398
261.184,68.392,0.451
261.392,71.575,0.524
261.600,74.783,0.601
261.808,78.014,0.666
262.016,81.260,0.709
262.224,84.514,0.721
262.432,87.769,0.703
262.640,91.014,0.660
262.848,94.245,0.601
263.056,97.454,0.536
263.264,100.643,0.476
263.472,103.809,0.424
263.672,106.834,0.388
263.880,109.959,0.369
264.088,113.066,0.370
264.296,116.161,0.385
264.504,119.245,0.404
264.712,122.320,0.422
264.920,125.390,0.435
265.128,128.459,0.438
265.336,131.529,0.430
265.544,134.599,0.410
265.744,137.550,0.385
265.952,140.616,0.358
266.160,143.677,0.345
266.368,146.732,0.371
266.576,149.772,0.462
266.784,152.793,0.651
266.992,155.798,0.967
267.200,158.782,1.438
267.408,161.740,2.084
267.616,164.669,2.913
267.824,167.561,3.924
268.032,170.409,5.117
268.232,173.103,6.436
268.440,175.849,7.987
268.648,178.578,9.764
268.856,181.168,11.711
269.064,183.649,13.865
269.272,186.000,16.232
269.480,188.195,18.816
269.688,190.203,21.609
269.896,191.995,24.596
270.104,193.547,27.754
270.312,194.836,31.048
270.520,195.857,34.430
270.720,196.602,37.712
270.928,197.165,41.107
271.136,197.565,44.441
271.344,197.857,47.683
271.552,198.092,50.821
271.760,198.304,53.856
271.968,198.517,56.799
272.176,198.736,59.668
272.384,198.956,62.483
272.592,199.169,65.267
272.800,199.360,68.038
273.008,199.520,70.816
273.208,199.639,73.510
273.416,199.717,76.347
273.624,199.742,79.225
273.832,199.721,82.148
274.040,199.659,85.117
274.248,199.572,88.129
274.456,199.476,91.176
274.664,199.385,94.244
274.872,199.306,97.324
275.080,199.248,100.407
275.288,199.213,103.477
275.496,199.196,106.528
275.696,199.196,109.440
275.904,199.210,112.439
276.112,199.234,115.406
276.320,199.260,118.334
276.528,199.284,121.227
276.736,199.306,124.089
276.944,199.325,126.926
277.152,199.340,129.740
277.360,199.349,132.538
277.568,199.351,135.328
277.776,199.347,138.115
277.984,199.334,140.906
278.184,199.304,143.599
278.392,199.241,146.418
278.600,199.121,149.261
278.808,198.924,152.135
279.016,198.630,155.042
279.224,198.219,157.987
279.432,197.681,160.969
279.640,197.003,163.990
279.848,196.171,167.052
280.056,195.160,170.146
280.264,193.943,173.260
280.472,192.487,176.372
280.672,190.826,179.332
280.880,188.796,182.333
281.088,186.430,185.199
281.296,183.718,187.855
281.504,180.667,190.221
281.712,177.312,192.215
281.920,173.725,193.772
282.128,170.010,194.858
282.336,166.290,195.502
282.544,162.671,195.795
282.744,159.354,195.870
282.952,156.097,195.865
283.156,153.146,195.870
283.364,150.234,195.939
283.564,147.542,196.078
283.772,144.817,196.281
283.980,142.132,196.516
284.188,139.454,196.751
284.396,136.757,196.961
284.604,134.021,197.122
284.812,131.225,197.216
285.020,128.354,197.227
285.220,125.512,197.157
285.428,122.467,197.020
285.636,119.333,196.855
285.844,116.123,196.705
286.052,112.858,196.602
286.260,109.567,196.564
286.468,106.273,196.593
286.676,103.003,196.685
286.884,99.781,196.826
287.092,96.628,197.000
287.300,93.556,197.186
287.508,90.569,197.369
287.708,87.772,197.534
287.916,84.929,197.685
288.124,82.142,197.813
288.332,79.395,197.919
288.540,76.672,198.005
288.748,73.956,198.076
288.956,71.233,198.140
289.164,68.490,198.204
289.372,65.715,198.278
289.580,62.901,198.365
289.788,60.045,198.464
289.996,57.148,198.569
290.196,54.323,198.651
290.404,51.345,198.688
290.612,48.327,198.643
290.820,45.267,198.487
291.028,42.168,198.200
291.236,39.028,197.761
291.444,35.850,197.160
291.652,32.639,196.379
291.860,29.408,195.388
292.068,26.174,194.156
292.276,22.969,192.650
292.484,19.840,190.831
292.684,16.958,188.761
292.892,14.165,186.261
293.100,11.659,183.420
293.308,9.512,180.278
293.516,7.777,176.906
293.724,6.477,173.403
293.932,5.592,169.874
294.140,5.045,166.416
294.348,4.731,163.095
294.556,4.542,159.943
294.764,4.391,156.959
294.972,4.222,154.112
295.172,4.024,151.469
295.380,3.784,148.780
295.588,3.523,146.123
295.796,3.264,143.471
296.004,3.029,140.800
296.212,2.837,138.090
296.420,2.709,135.321
296.628,2.657,132.479
296.836,2.684,129.553
297.044,2.772,126.542
297.244,2.881,123.575
297.452,2.985,120.426
297.660,3.051,117.230
297.868,3.065,114.014
298.076,3.025,110.800
298.284,2.938,107.608
298.492,2.813,104.459
298.700,2.665,101.368
298.908,2.506,98.341
299.116,2.348,95.382
299.324,2.197,92.490
299.532,2.057,89.658
299.732,1.936,86.982
299.940,1.827,84.234
300.148,1.736,81.506
300.356,1.655,78.786
300.564,1.581,76.060
300.772,1.511,73.321
300.980,1.437,70.557
301.188,1.355,67.762
301.396,1.261,64.933
301.604,1.152,62.071
301.812,1.029,59.176
302.020,0.896,56.250
302.220,0.759,53.418
302.428,0.612,50.458
302.636,0.467,47.493
302.844,0.329,44.527
303.052,0.201,41.567
303.260,0.086,38.618
303.468,-0.012,35.684
303.676,-0.092,32.768
303.884,-0.154,29.870
304.092,-0.203,26.991
304.300,-0.243,24.127
304.508,-0.279,21.279
304.708,-0.309,18.556
304.916,-0.336,15.738
305.124,-0.359,12.929
305.332,-0.376,10.124
305.540,-0.385,7.316
305.748,-0.385,4.491
305.956,-0.388,1.733
306.164,-0.394,-0.955
306.372,-0.404,-3.584
306.580,-0.422,-6.161
306.788,-0.452,-8.680
306.996,-0.501,-11.133
307.196,-0.570,-13.414
307.404,-0.662,-15.693
307.612,-0.768,-17.874
307.820,-0.882,-19.956
308.028,-1.002,-21.939
308.236,-1.125,-23.819
308.444,-1.247,-25.601
308.652,-1.368,-27.290
308.860,-1.481,-28.894
309.068,-1.585,-30.419
309.276,-1.676,-31.870
309.484,-1.755,-33.252
309.684,-1.819,-34.518
309.892,-1.877,-35.775
310.100,-1.927,-36.978
310.308,-1.945,-38.210
310.516,-1.970,-39.422
310.724,-1.987,-40.460
310.932,-1.985,-41.201
311.140,-1.954,-41.466
311.348,-1.882,-41.246
311.556,-1.764,-40.578
311.764,-1.599,-39.494
311.972,-1.403,-38.076
312.172,-1.230,-36.493
312.380,-1.123,-34.759
312.588,-1.114,-33.145
312.796,-1.187,-31.737
313.004,-1.310,-30.509
313.212,-1.442,-29.406
313.420,-1.539,-28.377
313.628,-1.569,-27.382
313.836,-1.524,-26.404
314.044,-1.417,-25.442
314.244,-1.297,-24.510
314.452,-1.204,-23.489
314.660,-1.173,-22.383
314.868,-1.198,-21.192
315.076,-1.251,-19.949
315.284,-1.296,-18.707
315.492,-1.306,-17.509
315.700,-1.274,-16.368
315.908,-1.212,-15.282
316.116,-1.134,-14.246
316.324,-1.050,-13.254
316.532,-0.968,-12.294
316.732,-0.901,-11.367
316.940,-0.846,-10.357
317.148,-0.800,-9.256
317.356,-0.752,-8.058
317.564,-0.695,-6.810
317.772,-0.627,-5.575
317.980,-0.552,-4.426
318.188,-0.488,-3.432
318.396,-0.453,-2.625
318.604,-0.445,-1.999
318.812,-0.460,-1.534
319.020,-0.488,-1.198
319.220,-0.512,-0.970
319.428,-0.521,-0.806
319.636,-0.505,-0.697
319.844,-0.460,-0.625
320.048,-0.397,-0.581
320.256,-0.316,-0.574
320.456,-0.228,-0.612
320.664,-0.147,-0.658
320.872,-0.086,-0.700
321.080,-0.056,-0.736
321.288,-0.063,-0.769
321.496,-0.104,-0.790
321.696,-0.143,-0.789
321.904,-0.157,-0.761
322.112,-0.142,-0.708
322.320,-0.109,-0.643
322.528,-0.077,-0.581
322.736,-0.060,-0.529
322.944,-0.065,-0.489
323.152,-0.087,-0.462
323.360,-0.114,-0.446
323.568,-0.133,-0.439
323.776,-0.137,-0.440
323.984,-0.125,-0.449
324.184,-0.102,-0.465
324.392,-0.076,-0.488
324.600,-0.052,-0.515
324.808,-0.036,-0.545
325.016,-0.029,-0.581
325.224,-0.031,-0.617
325.432,-0.037,-0.651
325.640,-0.046,-0.680
325.848,-0.055,-0.706
326.056,-0.062,-0.730
326.264,-0.063,-0.749
326.472,-0.060,-0.755
326.672,-0.055,-0.745
326.880,-0.052,-0.721
327.088,-0.051,-0.693
327.296,-0.056,-0.665
327.504,-0.068,-0.640
327.712,-0.082,-0.616
327.920,-0.095,-0.592
328.128,-0.105,-0.573
328.336,-0.112,-0.558
328.544,-0.113,-0.544
328.744,-0.112,-0.533
328.952,-0.110,-0.526
329.160,-0.109,-0.524
329.368,-0.112,-0.529
329.576,-0.114,-0.540
329.784,-0.113,-0.553
329.992,-0.107,-0.569
330.200,-0.099,-0.587
330.408,-0.092,-0.606
330.616,-0.090,-0.626
330.824,-0.094,-0.648
331.032,-0.100,-0.668
331.232,-0.102,-0.684
331.440,-0.101,-0.696
331.648,-0.097,-0.702
331.856,-0.091,-0.704
332.064,-0.086,-0.697
332.272,-0.083,-0.681
332.480,-0.084,-0.659
332.688,-0.087,-0.637
332.896,-0.092,-0.617
333.104,-0.098,-0.597
333.312,-0.099,-0.578
333.520,-0.096,-0.557
333.720,-0.094,-0.540
333.928,-0.094,-0.529
334.136,-0.094,-0.525
334.344,-0.094,-0.527
334.552,-0.092,-0.532
334.756,-0.090,-0.542
334.956,-0.089,-0.554
335.164,-0.088,-0.567
335.372,-0.084,-0.577
335.580,-0.079,-0.586
335.788,-0.075,-0.597
335.996,-0.073,-0.608
336.196,-0.076,-0.617
336.404,-0.080,-0.623
336.612,-0.084,-0.627
336.820,-0.087,-0.630
337.028,-0.089,-0.632
337.236,-0.088,-0.632
337.444,-0.083,-0.631
337.652,-0.078,-0.632
337.860,-0.074,-0.634
338.068,-0.070,-0.635
338.276,-0.069,-0.635
338.484,-0.070,-0.635
338.684,-0.074,-0.635
338.892,-0.078,-0.634
339.100,-0.079,-0.631
339.308,-0.074,-0.625
339.516,-0.069,-0.619
339.724,-0.067,-0.612
339.932,-0.072,-0.607
340.140,-0.080,-0.602
340.348,-0.089,-0.593
340.556,-0.094,-0.581
340.764,-0.095,-0.569
340.972,-0.091,-0.560
341.172,-0.083,-0.555
341.380,-0.077,-0.552
341.588,-0.074,-0.552
341.796,-0.074,-0.555
342.004,-0.076,-0.559
342.212,-0.080,-0.564
342.420,-0.085,-0.570
342.628,-0.088,-0.577
342.836,-0.086,-0.582
343.044,-0.080,-0.585
343.244,-0.070,-0.587
343.452,-0.059,-0.593
343.660,-0.052,-0.601
343.868,-0.050,-0.610
344.076,-0.053,-0.619
344.284,-0.057,-0.628
344.492,-0.059,-0.634
344.700,-0.055,-0.637
344.908,-0.048,-0.637
345.116,-0.043,-0.636
345.324,-0.042,-0.635
345.532,-0.049,-0.631
345.732,-0.061,-0.625
345.940,-0.077,-0.617
346.148,-0.091,-0.607
346.356,-0.100,-0.599
346.564,-0.102,-0.590
346.772,-0.094,-0.582
346.980,-0.085,-0.574
347.188,-0.079,-0.565
347.396,-0.079,-0.559
347.604,-0.082,-0.557
347.812,-0.086,-0.556
348.020,-0.087,-0.555
348.220,-0.087,-0.558
348.428,-0.085,-0.561
348.636,-0.081,-0.565
348.844,-0.077,-0.570
349.052,-0.074,-0.578
349.260,-0.073,-0.588
349.468,-0.073,-0.596
349.676,-0.072,-0.602
349.884,-0.071,-0.609
350.092,-0.066,-0.614
350.300,-0.058,-0.618
350.508,-0.052,-0.622
350.708,-0.049,-0.628
350.916,-0.050,-0.635
351.124,-0.056,-0.643
351.332,-0.065,-0.648
351.540,-0.070,-0.646
351.748,-0.071,-0.640
351.956,-0.074,-0.633
352.164,-0.076,-0.624
352.372,-0.077,-0.614
352.580,-0.077,-0.605
352.788,-0.081,-0.599
352.996,-0.087,-0.594
353.196,-0.092,-0.590
353.404,-0.096,-0.584
353.612,-0.098,-0.576
353.820,-0.098,-0.568
354.028,-0.095,-0.561
354.236,-0.092,-0.556
354.444,-0.093,-0.554
354.652,-0.098,-0.556
354.860,-0.105,-0.562
355.068,-0.106,-0.570
355.276,-0.101,-0.581
355.484,-0.092,-0.594
355.684,-0.082,-0.608
355.892,-0.071,-0.627
356.100,-0.065,-0.643
356.308,-0.064,-0.656
356.516,-0.067,-0.666
356.724,-0.071,-0.675
356.932,-0.074,-0.682
357.140,-0.079,-0.686
357.348,-0.082,-0.686
357.556,-0.081,-0.683
357.764,-0.078,-0.674
357.972,-0.075,-0.661
358.172,-0.071,-0.647
358.380,-0.067,-0.632
358.588,-0.066,-0.615
358.796,-0.071,-0.595
359.004,-0.078,-0.574
359.212,-0.084,-0.559
359.420,-0.082,-0.566
359.628,-0.079,-0.574
359.836,-0.076,-0.581
360.044,-0.074,-0.587
360.244,-0.072,-0.592
360.452,-0.067,-0.598
360.660,-0.062,-0.600
360.868,-0.058,-0.598
361.076,-0.059,-0.596
361.284,-0.062,-0.593
361.492,-0.065,-0.592
361.700,-0.067,-0.591
361.908,-0.068,-0.591
362.116,-0.066,-0.591
362.324,-0.063,-0.590
362.532,-0.056,-0.588
362.732,-0.051,-0.586
362.940,-0.049,-0.584
363.148,-0.048,-0.580
