t,n,e,seg_old,seg_new,seg_diff,tgt_old_n,tgt_old_e,tgt_new_n,tgt_new_e,tgt_dist_m
5.836,0.0,-0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
6.044,0.0,-0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
6.244,0.0,0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
6.444,0.0,0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
6.644,0.001,0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
6.844,0.001,-0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
7.052,0.001,0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
7.252,0.0,0.001,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
7.452,-0.003,0.001,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
7.652,-0.009,-0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
7.852,-0.011,0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
8.06,-0.006,0.0,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
8.268,0.003,-0.001,0,0,0,70.00999999995297,0.05002298951996618,70.00999999995297,0.05002298951996618,0.0
8.476,0.013,-0.001,0,0,0,70.0129999986212,0.05002299614074755,70.0129999986212,0.05002299614074755,0.0
8.684,0.02,-0.003,0,0,0,70.01999999856896,0.050023011589244167,70.01999999856896,0.050023011589244167,0.0
8.884,0.024,-0.005,0,0,0,70.02399999851671,0.050023020416956464,70.02399999851671,0.050023020416956464,0.0
9.092,0.024,-0.012,0,0,0,70.02399999833392,0.05002302041695606,70.02399999833392,0.05002302041695606,0.0
9.3,0.024,-0.022,0,0,0,70.0239999980728,0.050023020416955485,70.0239999980728,0.050023020416955485,0.0
9.508,0.025,-0.034,0,0,0,70.02499999775944,0.0500230226238829,70.02499999775944,0.0500230226238829,0.0
9.708,0.027,-0.043,0,0,0,70.0269999975244,0.05002302703773859,70.0269999975244,0.05002302703773859,0.0
9.912,0.024,-0.048,0,0,0,70.02399999739386,0.05002302041695399,70.02399999739386,0.05002302041695399,0.0
